timestamp,experiment_name,seed,dataset,model_type,defence_type,attack_type,attack_epsilon,validity_rate,adv_validity_rate,clean_pr_auc,clean_precision,clean_recall,clean_f1,robust_pr_auc,robust_precision,robust_recall,robust_f1,clean_accuracy,robust_accuracy,train_time_sec,attack_time_sec
2026-02-10T00:03:24.048788,ieee_cis_neural_input_val,123,ieee_cis,neural,input_validation,capgd,0.1,0.0000,1.0000,0.4633,0.2015,0.5782,0.2988,0.0188,0.0039,0.0948,0.0074,0.9031,0.0963,8.23,0.26
2026-02-10T00:03:54.817842,ieee_cis_neural_input_val,456,ieee_cis,neural,input_validation,capgd,0.1,0.0000,1.0000,0.3681,0.2263,0.5379,0.3186,0.0184,0.0031,0.0711,0.0059,0.9178,0.1394,8.17,0.27
2026-02-10T00:04:16.876272,ieee_cis_baseline,42,ieee_cis,tree,none,capgd,0.1,0.0000,0.9974,0.5823,0.8421,0.3412,0.4857,0.5823,0.8421,0.3412,0.4857,0.9742,0.9742,0.87,0.00
2026-02-10T00:04:38.391428,ieee_cis_baseline,123,ieee_cis,tree,none,capgd,0.1,0.0000,0.9967,0.5582,0.8172,0.3602,0.5000,0.5582,0.8172,0.3602,0.5000,0.9743,0.9743,0.82,0.00
2026-02-10T00:04:59.516959,ieee_cis_baseline,456,ieee_cis,tree,none,capgd,0.1,0.0000,0.9973,0.5574,0.8792,0.3104,0.4588,0.5574,0.8792,0.3104,0.4588,0.9738,0.9738,0.81,0.00
2026-02-10T00:05:21.159813,ieee_cis_tree_input_val,42,ieee_cis,tree,input_validation,capgd,0.1,0.0000,0.9974,0.5823,0.8421,0.3412,0.4857,0.5559,0.8477,0.3033,0.4468,0.9742,0.9732,0.82,0.00
2026-02-10T00:05:42.786829,ieee_cis_tree_input_val,123,ieee_cis,tree,input_validation,capgd,0.1,0.0000,0.9967,0.5582,0.8172,0.3602,0.5000,0.5204,0.8769,0.2701,0.4130,0.9743,0.9726,0.82,0.00
2026-02-10T00:06:05.110813,ieee_cis_tree_input_val,456,ieee_cis,tree,input_validation,capgd,0.1,0.0000,0.9973,0.5574,0.8792,0.3104,0.4588,0.5371,0.8984,0.2725,0.4182,0.9738,0.9729,0.85,0.00
2026-02-10T00:07:03.926799,lcld_neural_baseline,42,lcld,neural,none,capgd,0.1,0.9418,1.0000,0.3055,0.2932,0.5471,0.3818,0.1051,0.0000,0.0000,0.0000,0.6530,0.0449,16.54,0.23
2026-02-10T00:08:03.122288,lcld_neural_baseline,123,lcld,neural,none,capgd,0.1,0.9428,1.0000,0.3000,0.2848,0.5743,0.3807,0.1051,0.0004,0.0017,0.0007,0.6341,0.0261,16.28,0.22
2026-02-10T00:09:02.048694,lcld_neural_baseline,456,lcld,neural,none,capgd,0.1,0.9426,1.0000,0.3070,0.2890,0.5677,0.3830,0.1051,0.0001,0.0006,0.0002,0.6418,0.0395,16.20,0.19
2026-02-10T00:12:14.928278,lcld_neural_adv_train,42,lcld,neural,adversarial_training,capgd,0.1,0.9418,1.0000,0.3395,0.2823,0.7006,0.4024,0.2907,0.2701,0.6857,0.3875,0.5924,0.5755,150.91,0.17
2026-02-10T00:15:37.304122,lcld_neural_adv_train,123,lcld,neural,adversarial_training,capgd,0.1,0.9428,1.0000,0.3503,0.2825,0.7215,0.4060,0.2993,0.2721,0.7078,0.3930,0.5865,0.5718,160.56,0.18
2026-02-10T00:18:54.776105,lcld_neural_adv_train,456,lcld,neural,adversarial_training,capgd,0.1,0.9426,1.0000,0.3510,0.2837,0.7135,0.4060,0.3045,0.2740,0.7019,0.3942,0.5911,0.5774,155.61,0.18
2026-02-10T00:19:53.186742,lcld_neural_input_val,42,lcld,neural,input_validation,capgd,0.1,0.9418,1.0000,0.3020,0.2769,0.5427,0.3667,0.1051,0.0001,0.0004,0.0002,0.6329,0.0379,16.06,0.20
2026-02-10T00:20:51.266642,lcld_neural_input_val,123,lcld,neural,input_validation,capgd,0.1,0.9428,1.0000,0.3056,0.2905,0.5578,0.3820,0.1051,0.0001,0.0004,0.0002,0.6466,0.0283,16.07,0.21
2026-02-10T00:21:49.417456,lcld_neural_input_val,456,lcld,neural,input_validation,capgd,0.1,0.9426,1.0000,0.3038,0.2774,0.5736,0.3740,0.1051,0.0000,0.0000,0.0000,0.6239,0.0345,16.10,0.21
2026-02-10T00:22:31.639676,lcld_tree_baseline,42,lcld,tree,none,capgd,0.1,0.9418,0.9993,0.3644,0.5379,0.0662,0.1180,0.3644,0.5379,0.0662,0.1180,0.8060,0.8060,0.62,0.00
2026-02-10T00:23:16.906573,lcld_tree_baseline,123,lcld,tree,none,capgd,0.1,0.9428,0.9994,0.3673,0.5132,0.0666,0.1179,0.3673,0.5132,0.0666,0.1179,0.8048,0.8048,0.65,0.00
2026-02-10T00:24:05.060570,lcld_tree_baseline,456,lcld,tree,none,capgd,0.1,0.9426,0.9995,0.3733,0.5657,0.0640,0.1149,0.3733,0.5657,0.0640,0.1149,0.8070,0.8070,0.60,0.00
2026-02-10T00:24:55.749029,lcld_tree_input_val,42,lcld,tree,input_validation,capgd,0.1,0.9418,0.9993,0.3644,0.5379,0.0662,0.1180,0.3623,0.5506,0.0539,0.0981,0.8060,0.8061,0.60,0.00
2026-02-10T00:25:48.230497,lcld_tree_input_val,123,lcld,tree,input_validation,capgd,0.1,0.9428,0.9994,0.3673,0.5132,0.0666,0.1179,0.3663,0.5464,0.0527,0.0962,0.8048,0.8059,0.61,0.00
2026-02-10T00:26:32.774931,lcld_tree_input_val,456,lcld,tree,input_validation,capgd,0.1,0.9426,0.9995,0.3733,0.5657,0.0640,0.1149,0.3721,0.5962,0.0537,0.0985,0.8070,0.8075,0.61,0.00
2026-02-10T00:27:07.993325,sparkov_neural_baseline,42,sparkov,neural,none,capgd,0.1,1.0000,1.0000,0.6391,0.1425,0.8291,0.2432,0.0053,0.0002,0.0050,0.0005,0.9723,0.8806,21.45,0.08
2026-02-10T00:27:44.738747,sparkov_neural_baseline,123,sparkov,neural,none,capgd,0.1,0.9999,1.0000,0.5996,0.1375,0.8342,0.2361,0.0062,0.0005,0.0101,0.0010,0.9710,0.8867,22.50,0.05
2026-02-10T00:28:30.176978,sparkov_neural_baseline,456,sparkov,neural,none,capgd,0.1,0.9999,1.0000,0.6181,0.1157,0.8442,0.2035,0.0053,0.0000,0.0000,0.0000,0.9645,0.8909,28.05,0.15
2026-02-10T00:31:08.339393,sparkov_neural_adv_train,42,sparkov,neural,adversarial_training,capgd,0.1,1.0000,1.0000,0.5433,0.1300,0.8945,0.2270,0.2188,0.0392,0.8141,0.0748,0.9673,0.8918,141.46,0.07
2026-02-10T00:33:27.832555,sparkov_neural_adv_train,123,sparkov,neural,adversarial_training,capgd,0.1,0.9999,1.0000,0.6814,0.1969,0.8342,0.3186,0.1944,0.0629,0.7538,0.1161,0.9808,0.9384,123.64,0.11
2026-02-10T00:35:50.947467,sparkov_neural_adv_train,456,sparkov,neural,adversarial_training,capgd,0.1,0.9999,1.0000,0.6589,0.0760,0.9095,0.1403,0.2322,0.0199,0.8342,0.0389,0.9401,0.7783,129.08,0.12
2026-02-10T00:36:26.333029,sparkov_neural_input_val,42,sparkov,neural,input_validation,capgd,0.1,1.0000,1.0000,0.6054,0.1484,0.8141,0.2510,0.0052,0.0000,0.0000,0.0000,0.9739,0.7376,21.98,0.12
2026-02-10T00:37:01.318228,sparkov_neural_input_val,123,sparkov,neural,input_validation,capgd,0.1,0.9999,1.0000,0.6282,0.0995,0.8492,0.1781,0.0053,0.0000,0.0000,0.0000,0.9579,0.7003,21.68,0.13
2026-02-10T00:37:43.146967,sparkov_neural_input_val,456,sparkov,neural,input_validation,capgd,0.1,0.9999,1.0000,0.5993,0.1459,0.8392,0.2485,0.0054,0.0000,0.0000,0.0000,0.9727,0.7603,25.00,0.17
2026-02-10T00:37:57.319169,sparkov_tree_baseline,42,sparkov,tree,none,capgd,0.1,1.0000,1.0000,0.7563,0.7658,0.6080,0.6779,0.7563,0.7658,0.6080,0.6779,0.9969,0.9969,0.37,0.00
2026-02-10T00:38:10.527611,sparkov_tree_baseline,123,sparkov,tree,none,capgd,0.1,0.9999,0.9999,0.7406,0.8099,0.4925,0.6125,0.7406,0.8099,0.4925,0.6125,0.9967,0.9967,0.36,0.00
2026-02-10T00:38:23.984424,sparkov_tree_baseline,456,sparkov,tree,none,capgd,0.1,0.9999,0.9999,0.7432,0.8125,0.5226,0.6361,0.7432,0.8125,0.5226,0.6361,0.9968,0.9968,0.38,0.00
2026-02-10T00:38:37.315719,sparkov_tree_input_val,42,sparkov,tree,input_validation,capgd,0.1,1.0000,1.0000,0.7563,0.7658,0.6080,0.6779,0.2517,0.9412,0.0804,0.1481,0.9969,0.9950,0.33,0.00
2026-02-10T00:38:51.025371,sparkov_tree_input_val,123,sparkov,tree,input_validation,capgd,0.1,0.9999,0.9999,0.7406,0.8099,0.4925,0.6125,0.2020,0.8667,0.0653,0.1215,0.9967,0.9949,0.36,0.00
2026-02-10T00:39:05.127467,sparkov_tree_input_val,456,sparkov,tree,input_validation,capgd,0.1,0.9999,0.9999,0.7432,0.8125,0.5226,0.6361,0.2409,0.9500,0.0955,0.1735,0.9968,0.9951,0.36,0.00
2026-02-12T10:54:15.153585,ccfd_baseline,42,ccfd,neural,none,capgd,0.1,0.9999,1.0000,0.6725,0.1490,0.8776,0.2548,0.5587,0.0314,0.8673,0.0606,0.9912,0.9538,30.95,0.40
2026-02-12T10:54:58.614963,ccfd_baseline,123,ccfd,neural,none,capgd,0.1,0.9999,1.0000,0.7514,0.1380,0.8367,0.2370,0.5459,0.0300,0.8163,0.0578,0.9907,0.9543,31.87,0.35
2026-02-12T10:55:40.936808,ccfd_baseline,456,ccfd,neural,none,capgd,0.1,0.9997,1.0000,0.6803,0.0566,0.8878,0.1065,0.5727,0.0124,0.8878,0.0245,0.9744,0.8786,31.35,0.49
2026-02-12T10:08:03.958459,ccfd_baseline,42,ccfd,neural,none,capgd,0.1,0.9999,1.0000,0.6744,0.1208,0.8878,0.2127,0.5368,0.0203,0.8571,0.0397,0.9887,0.9286,50.84,0.09
2026-02-12T10:09:26.347729,ccfd_baseline,42,ccfd,neural,none,capgd,0.1,0.9999,1.0000,0.7273,0.0920,0.9184,0.1673,0.6019,0.0217,0.8878,0.0424,0.9843,0.9309,47.52,0.08
2026-02-12T10:12:20.161035,ccfd_neural_adv_train,42,ccfd,neural,adversarial_training,capgd,0.1,0.9999,1.0000,0.7235,0.1341,0.8980,0.2334,0.6905,0.0521,0.8776,0.0983,0.9899,0.9723,152.92,0.08
2026-02-12T10:13:28.832055,ccfd_neural_input_val,42,ccfd,neural,input_validation,capgd,0.1,0.9999,1.0000,0.4215,0.1445,0.7755,0.2436,0.1231,0.0307,0.7551,0.0590,0.9917,0.9586,47.91,0.08
2026-02-12T10:14:37.556289,ccfd_neural_eps_sweep,42,ccfd,neural,none,capgd,0.01,0.9999,1.0000,0.7084,0.2339,0.8878,0.3702,0.6995,0.2033,0.8776,0.3301,0.9948,0.9939,47.99,0.09
2026-02-12T10:14:44.137531,ccfd_neural_eps_sweep,42,ccfd,neural,none,capgd,0.05,0.9999,1.0000,0.7084,0.2339,0.8878,0.3702,0.6516,0.1103,0.8776,0.1959,0.9948,0.9876,47.99,0.08
2026-02-12T10:14:50.735242,ccfd_neural_eps_sweep,42,ccfd,neural,none,capgd,0.1,0.9999,1.0000,0.7084,0.2339,0.8878,0.3702,0.5731,0.0469,0.8673,0.0891,0.9948,0.9695,47.99,0.07
2026-02-12T10:14:56.907004,ccfd_neural_eps_sweep,42,ccfd,neural,none,capgd,0.15,0.9999,1.0000,0.7084,0.2339,0.8878,0.3702,0.4881,0.0212,0.8469,0.0414,0.9948,0.9325,47.99,0.08
2026-02-12T10:15:03.802099,ccfd_neural_eps_sweep,42,ccfd,neural,none,capgd,0.2,0.9999,1.0000,0.7084,0.2339,0.8878,0.3702,0.4064,0.0109,0.8265,0.0216,0.9948,0.8711,47.99,0.07
2026-02-12T10:15:09.551108,ccfd_neural_eps_sweep,42,ccfd,neural,none,capgd,0.3,0.9999,1.0000,0.7084,0.2339,0.8878,0.3702,0.2883,0.0045,0.8265,0.0089,0.9948,0.6845,47.99,0.07
2026-02-12T10:16:39.832767,ieee_cis_neural_baseline,42,ieee_cis,neural,none,capgd,0.1,0.9974,1.0000,0.4371,0.1867,0.5806,0.2826,0.0466,0.0027,0.0640,0.0053,0.8947,0.1367,11.95,0.23
2026-02-12T10:20:38.024488,ieee_cis_neural_adv_train,42,ieee_cis,neural,adversarial_training,capgd,0.1,0.9974,1.0000,0.4891,0.1965,0.6351,0.3001,0.3150,0.0840,0.5190,0.1446,0.8942,0.7806,169.21,0.28
2026-02-12T10:21:59.313698,ieee_cis_neural_input_val,42,ieee_cis,neural,input_validation,capgd,0.1,0.9974,1.0000,0.3751,0.1701,0.6019,0.2653,0.0234,0.0043,0.1019,0.0082,0.8809,0.1182,11.64,0.30
2026-02-12T10:23:19.090787,ieee_cis_neural_eps_sweep,42,ieee_cis,neural,none,capgd,0.01,0.9974,1.0000,0.4346,0.1637,0.6090,0.2580,0.2696,0.0701,0.3863,0.1186,0.8749,0.7949,11.58,0.26
2026-02-12T10:23:40.229980,ieee_cis_neural_eps_sweep,42,ieee_cis,neural,none,capgd,0.05,0.9974,1.0000,0.4346,0.1637,0.6090,0.2580,0.1126,0.0077,0.1232,0.0145,0.8749,0.3996,11.58,0.21
2026-02-12T10:23:59.702763,ieee_cis_neural_eps_sweep,42,ieee_cis,neural,none,capgd,0.1,0.9974,1.0000,0.4346,0.1637,0.6090,0.2580,0.0703,0.0040,0.0924,0.0076,0.8749,0.1371,11.58,0.21
2026-02-12T10:24:20.451851,ieee_cis_neural_eps_sweep,42,ieee_cis,neural,none,capgd,0.15,0.9974,1.0000,0.4346,0.1637,0.6090,0.2580,0.0224,0.0028,0.0711,0.0053,0.8749,0.0538,11.58,0.21
2026-02-12T10:24:39.835069,ieee_cis_neural_eps_sweep,42,ieee_cis,neural,none,capgd,0.2,0.9974,1.0000,0.4346,0.1637,0.6090,0.2580,0.0293,0.0023,0.0616,0.0045,0.8749,0.0224,11.58,0.33
2026-02-12T10:25:00.465389,ieee_cis_neural_eps_sweep,42,ieee_cis,neural,none,capgd,0.3,0.9974,1.0000,0.4346,0.1637,0.6090,0.2580,0.0343,0.0016,0.0427,0.0031,0.8749,0.0093,11.58,0.21
2026-02-12T10:27:32.850211,lcld_neural_baseline,42,lcld,neural,none,capgd,0.1,0.9993,1.0000,0.3049,0.2838,0.5574,0.3761,0.1051,0.0001,0.0004,0.0002,0.6378,0.0553,24.47,0.12
2026-02-12T10:32:13.716489,lcld_neural_adv_train,42,lcld,neural,adversarial_training,capgd,0.1,0.9993,1.0000,0.3447,0.2771,0.7297,0.4017,0.2991,0.2657,0.7152,0.3875,0.5742,0.5571,166.98,0.12
2026-02-12T10:34:30.797220,lcld_neural_input_val,42,lcld,neural,input_validation,capgd,0.1,0.9993,1.0000,0.2957,0.2704,0.6375,0.3798,0.1051,0.0001,0.0004,0.0002,0.5921,0.0342,23.25,0.13
2026-02-12T10:36:45.847018,lcld_neural_eps_sweep,42,lcld,neural,none,capgd,0.01,0.9993,1.0000,0.2992,0.2779,0.5823,0.3763,0.1648,0.1584,0.3528,0.2186,0.6219,0.5061,24.18,0.17
2026-02-12T10:37:01.620446,lcld_neural_eps_sweep,42,lcld,neural,none,capgd,0.05,0.9993,1.0000,0.2992,0.2779,0.5823,0.3763,0.1053,0.0025,0.0080,0.0038,0.6219,0.1852,24.18,0.11
2026-02-12T10:37:17.349435,lcld_neural_eps_sweep,42,lcld,neural,none,capgd,0.1,0.9993,1.0000,0.2992,0.2779,0.5823,0.3763,0.1051,0.0000,0.0000,0.0000,0.6219,0.0398,24.18,0.10
2026-02-12T10:37:32.961207,lcld_neural_eps_sweep,42,lcld,neural,none,capgd,0.15,0.9993,1.0000,0.2992,0.2779,0.5823,0.3763,0.1051,0.0000,0.0000,0.0000,0.6219,0.0075,24.18,0.10
2026-02-12T10:37:48.731248,lcld_neural_eps_sweep,42,lcld,neural,none,capgd,0.2,0.9993,1.0000,0.2992,0.2779,0.5823,0.3763,0.1051,0.0000,0.0000,0.0000,0.6219,0.0022,24.18,0.10
2026-02-12T10:38:05.871445,lcld_neural_eps_sweep,42,lcld,neural,none,capgd,0.3,0.9993,1.0000,0.2992,0.2779,0.5823,0.3763,0.1051,0.0000,0.0000,0.0000,0.6219,0.0015,24.18,0.10
2026-02-12T10:39:22.232567,sparkov_neural_baseline,42,sparkov,neural,none,capgd,0.1,1.0000,1.0000,0.6296,0.1068,0.8342,0.1894,0.0054,0.0000,0.0000,0.0000,0.9616,0.8542,31.67,0.09
2026-02-12T10:42:11.141956,sparkov_neural_adv_train,42,sparkov,neural,adversarial_training,capgd,0.1,1.0000,1.0000,0.7006,0.1431,0.8894,0.2465,0.2103,0.0359,0.8392,0.0688,0.9708,0.8780,137.42,0.08
2026-02-12T10:43:14.634581,sparkov_neural_input_val,42,sparkov,neural,input_validation,capgd,0.1,1.0000,1.0000,0.4279,0.0323,0.7638,0.0619,0.0054,0.0000,0.0000,0.0000,0.8757,0.7690,31.96,0.09
2026-02-12T10:44:17.592444,sparkov_neural_eps_sweep,42,sparkov,neural,none,capgd,0.01,1.0000,1.0000,0.5822,0.1267,0.8241,0.2197,0.1571,0.0673,0.4623,0.1175,0.9686,0.9627,31.88,0.09
2026-02-12T10:44:26.550752,sparkov_neural_eps_sweep,42,sparkov,neural,none,capgd,0.05,1.0000,1.0000,0.5822,0.1267,0.8241,0.2197,0.0035,0.0049,0.0553,0.0091,0.9686,0.9352,31.88,0.08
2026-02-12T10:44:36.325918,sparkov_neural_eps_sweep,42,sparkov,neural,none,capgd,0.1,1.0000,1.0000,0.5822,0.1267,0.8241,0.2197,0.0053,0.0002,0.0050,0.0004,0.9686,0.8795,31.88,0.08
2026-02-12T10:44:45.898162,sparkov_neural_eps_sweep,42,sparkov,neural,none,capgd,0.15,1.0000,1.0000,0.5822,0.1267,0.8241,0.2197,0.0054,0.0000,0.0000,0.0000,0.9686,0.8017,31.88,0.07
2026-02-12T10:44:54.280917,sparkov_neural_eps_sweep,42,sparkov,neural,none,capgd,0.2,1.0000,1.0000,0.5822,0.1267,0.8241,0.2197,0.0054,0.0000,0.0000,0.0000,0.9686,0.7263,31.88,0.08
2026-02-12T10:45:04.050499,sparkov_neural_eps_sweep,42,sparkov,neural,none,capgd,0.3,1.0000,1.0000,0.5822,0.1267,0.8241,0.2197,0.0054,0.0000,0.0000,0.0000,0.9686,0.7936,31.88,0.07
2026-02-12T23:53:53.370447,ccfd_tree_baseline,42,ccfd,tree,none,capgd,0.1,0.9999,0.9999,0.8629,0.9512,0.7959,0.8667,0.8629,0.9512,0.7959,0.8667,0.9996,0.9996,0.52,1.45
2026-02-12T23:54:04.006517,ccfd_tree_baseline,123,ccfd,tree,none,capgd,0.1,0.9999,0.9999,0.8167,0.9444,0.6939,0.8000,0.8167,0.9444,0.6939,0.8000,0.9994,0.9994,0.55,1.46
2026-02-12T23:54:14.442021,ccfd_tree_baseline,456,ccfd,tree,none,capgd,0.1,0.9997,0.9997,0.8737,0.9302,0.8163,0.8696,0.8737,0.9302,0.8163,0.8696,0.9996,0.9996,0.46,1.42
2026-02-12T23:54:26.429261,ccfd_tree_input_val,42,ccfd,tree,input_validation,capgd,0.1,0.9999,0.9999,0.7024,1.0000,0.1837,0.3103,0.7024,1.0000,0.1837,0.3103,0.9986,0.9986,0.51,1.52
2026-02-12T23:54:38.164922,ccfd_tree_input_val,123,ccfd,tree,input_validation,capgd,0.1,0.9999,0.9999,0.5647,1.0000,0.0816,0.1509,0.5647,1.0000,0.0816,0.1509,0.9984,0.9984,0.49,1.46
2026-02-12T23:54:49.376990,ccfd_tree_input_val,456,ccfd,tree,input_validation,capgd,0.1,0.9997,0.9997,0.8469,1.0000,0.3980,0.5693,0.8469,1.0000,0.3980,0.5693,0.9990,0.9990,0.55,1.42
2026-02-13T00:04:57.076146,ccfd_tree_baseline,42,ccfd,tree,none,capgd,0.1,0.9999,0.9999,0.8629,0.9512,0.7959,0.8667,0.8629,0.9512,0.7959,0.8667,0.9996,0.9996,0.52,1.43
2026-02-13T00:05:07.228631,ccfd_tree_baseline,123,ccfd,tree,none,capgd,0.1,0.9999,0.9999,0.8167,0.9444,0.6939,0.8000,0.8167,0.9444,0.6939,0.8000,0.9994,0.9994,0.47,1.22
2026-02-13T00:05:17.803047,ccfd_tree_baseline,456,ccfd,tree,none,capgd,0.1,0.9997,0.9997,0.8737,0.9302,0.8163,0.8696,0.8737,0.9302,0.8163,0.8696,0.9996,0.9996,0.54,1.34
2026-02-13T00:05:28.067029,ccfd_tree_input_val,42,ccfd,tree,input_validation,capgd,0.1,0.9999,0.9999,0.7024,1.0000,0.1837,0.3103,0.7024,1.0000,0.1837,0.3103,0.9986,0.9986,0.45,1.23
2026-02-13T00:05:38.432694,ccfd_tree_input_val,123,ccfd,tree,input_validation,capgd,0.1,0.9999,0.9999,0.5647,1.0000,0.0816,0.1509,0.5647,1.0000,0.0816,0.1509,0.9984,0.9984,0.43,1.24
2026-02-13T00:05:48.763177,ccfd_tree_input_val,456,ccfd,tree,input_validation,capgd,0.1,0.9997,0.9997,0.8469,1.0000,0.3980,0.5693,0.8469,1.0000,0.3980,0.5693,0.9990,0.9990,0.42,1.21
2026-02-13T00:23:08.925543,ccfd_tree_baseline,42,ccfd,tree,none,capgd,0.1,0.9999,0.9999,0.8629,0.9512,0.7959,0.8667,0.8629,0.9512,0.7959,0.8667,0.9996,0.9996,2.34,3.11
2026-02-13T00:23:08.941578,ccfd_tree_baseline,123,ccfd,tree,none,capgd,0.1,0.9999,0.9999,0.8167,0.9444,0.6939,0.8000,0.8167,0.9444,0.6939,0.8000,0.9994,0.9994,2.49,3.10
2026-02-13T00:23:08.972733,ccfd_tree_baseline,456,ccfd,tree,none,capgd,0.1,0.9997,0.9997,0.8737,0.9302,0.8163,0.8696,0.8737,0.9302,0.8163,0.8696,0.9996,0.9996,2.50,2.99
