timestamp,experiment_name,seed,dataset,model_type,defence_type,attack_type,attack_epsilon,validity_rate,adv_validity_rate,clean_pr_auc,clean_precision,clean_recall,clean_f1,robust_pr_auc,robust_precision,robust_recall,robust_f1,clean_accuracy,robust_accuracy,train_time_sec,attack_time_sec
2026-02-13T09:48:32.811505,ieee_cis_baseline,456,ieee_cis,tree,none,capgd,0.1,0.9973,0.9973,0.5574,0.8792,0.3104,0.4588,0.5574,0.8792,0.3104,0.4588,0.9738,0.9738,1.58,4.22
2026-02-13T09:48:33.348297,ieee_cis_tree_input_val,456,ieee_cis,tree,input_validation,capgd,0.1,0.9973,0.9973,0.5371,0.8984,0.2725,0.4182,0.5371,0.8984,0.2725,0.4182,0.9729,0.9729,1.56,3.32
2026-02-13T10:03:02.699390,ieee_cis_tree_square,42,ieee_cis,tree,none,square,0.1,0.9974,1.0,0.5823,0.8421,0.3412,0.4857,0.0235,0.0027,0.0261,0.005,0.9742,0.6274,6.45,811.27
2026-02-13T10:04:18.802995,ieee_cis_tree_square,123,ieee_cis,tree,none,square,0.1,0.9967,1.0,0.5582,0.8172,0.3602,0.5,0.0484,0.0288,0.1374,0.0477,0.9743,0.8038,6.34,887.3
2026-02-13T10:05:43.960368,lcld_tree_baseline,42,lcld,tree,none,capgd,0.1,0.9993,0.9993,0.3644,0.5379,0.0662,0.118,0.3644,0.5379,0.0662,0.118,0.806,0.806,10.39,6.21
2026-02-13T10:07:08.753130,lcld_tree_baseline,123,lcld,tree,none,capgd,0.1,0.9994,0.9994,0.3673,0.5132,0.0666,0.1179,0.3673,0.5132,0.0666,0.1179,0.8048,0.8048,10.06,6.03
2026-02-13T10:08:34.018285,lcld_tree_baseline,456,lcld,tree,none,capgd,0.1,0.9995,0.9995,0.3733,0.5657,0.064,0.1149,0.3733,0.5657,0.064,0.1149,0.807,0.807,10.17,6.39
2026-02-13T10:09:59.381619,lcld_tree_input_val,42,lcld,tree,input_validation,capgd,0.1,0.9993,0.9993,0.3623,0.5506,0.0539,0.0981,0.3623,0.5506,0.0539,0.0981,0.8061,0.8061,10.34,6.16
2026-02-13T10:11:26.785315,lcld_tree_input_val,123,lcld,tree,input_validation,capgd,0.1,0.9994,0.9994,0.3663,0.5464,0.0527,0.0962,0.3663,0.5464,0.0527,0.0962,0.8059,0.8059,10.44,6.43
2026-02-13T10:12:54.853466,lcld_tree_input_val,456,lcld,tree,input_validation,capgd,0.1,0.9995,0.9995,0.3721,0.5962,0.0537,0.0985,0.3721,0.5962,0.0537,0.0985,0.8075,0.8075,10.76,6.34
2026-02-13T10:18:09.338469,ieee_cis_tree_square,456,ieee_cis,tree,none,square,0.1,0.9973,1.0,0.5574,0.8792,0.3104,0.4588,0.0674,0.0235,0.1043,0.0384,0.9738,0.8132,10.89,845.24
2026-02-13T16:50:52.666615,ccfd_tree_hopskipjump,123,ccfd,tree,none,hopskipjump,0.1,0.9977,1.0,0.8242,0.8571,0.6667,0.75,0.001,0.0005,0.3333,0.0011,0.9993,0.0007,0.84,25481.61
2026-02-13T16:51:18.564575,ccfd_tree_hopskipjump,456,ccfd,tree,none,hopskipjump,0.1,0.9977,1.0,0.6204,1.0,0.4444,0.6154,0.0028,0.0009,0.5556,0.0018,0.9991,0.0009,0.5,25489.56
2026-02-13T16:52:29.749543,sparkov_tree_baseline,42,sparkov,tree,none,capgd,0.1,1.0,1.0,0.7563,0.7658,0.608,0.6779,0.7563,0.7658,0.608,0.6779,0.9969,0.9969,5.66,6.17
2026-02-13T16:53:02.997470,sparkov_tree_baseline,123,sparkov,tree,none,capgd,0.1,0.9999,0.9999,0.7406,0.8099,0.4925,0.6125,0.7406,0.8099,0.4925,0.6125,0.9967,0.9967,8.33,3.06
2026-02-13T16:53:38.664446,sparkov_tree_baseline,456,sparkov,tree,none,capgd,0.1,0.9999,0.9999,0.7432,0.8125,0.5226,0.6361,0.7432,0.8125,0.5226,0.6361,0.9968,0.9968,11.07,3.11
2026-02-13T16:54:14.017956,sparkov_tree_input_val,42,sparkov,tree,input_validation,capgd,0.1,1.0,1.0,0.2517,0.9412,0.0804,0.1481,0.2517,0.9412,0.0804,0.1481,0.995,0.995,11.3,3.23
2026-02-13T16:54:42.244611,ccfd_tree_hopskipjump,42,ccfd,tree,none,hopskipjump,0.1,0.9975,1.0,1.0,1.0,1.0,1.0,0.0009,0.0,0.0,0.0,1.0,0.0,0.97,25711.02
2026-02-13T16:54:49.157108,sparkov_tree_input_val,123,sparkov,tree,input_validation,capgd,0.1,0.9999,0.9999,0.202,0.8667,0.0653,0.1215,0.202,0.8667,0.0653,0.1215,0.9949,0.9949,11.17,2.93
2026-02-13T16:55:17.712224,sparkov_tree_input_val,456,sparkov,tree,input_validation,capgd,0.1,0.9999,0.9999,0.2409,0.95,0.0955,0.1735,0.2409,0.95,0.0955,0.1735,0.9951,0.9951,10.92,2.88
2026-02-13T17:06:22.182381,lcld_tree_square,42,lcld,tree,none,square,0.1,0.9993,1.0,0.3644,0.5379,0.0662,0.118,0.1967,0.0506,0.0139,0.0218,0.806,0.7558,5.38,826.06
2026-02-13T17:06:58.570406,lcld_tree_square,456,lcld,tree,none,square,0.1,0.9995,1.0,0.3733,0.5657,0.064,0.1149,0.2108,0.0281,0.0065,0.0105,0.807,0.7616,8.43,832.37
2026-02-13T17:22:08.437155,sparkov_tree_square,42,sparkov,tree,none,square,0.1,1.0,1.0,0.7563,0.7658,0.608,0.6779,0.0756,0.0031,0.005,0.0039,0.9969,0.986,9.31,879.44
2026-02-13T17:37:19.682754,sparkov_tree_square,123,sparkov,tree,none,square,0.1,0.9999,1.0,0.7406,0.8099,0.4925,0.6125,0.2279,0.1269,0.1256,0.1263,0.9967,0.9907,9.55,881.13
2026-02-13T17:52:36.506890,sparkov_tree_square,456,sparkov,tree,none,square,0.1,0.9999,1.0,0.7432,0.8125,0.5226,0.6361,0.0691,0.0052,0.0101,0.0068,0.9968,0.9843,9.28,886.1
2026-02-16T18:46:18.919853+11:00,ccfd_baseline,42,ccfd,neural,none,capgd,0.1,0.9999,1.0,0.7165,0.2366,0.898,0.3745,0.5929,0.0537,0.8776,0.1012,0.9948,0.9732,46.11,0.05
2026-02-16T18:47:26.770204+11:00,ccfd_baseline,123,ccfd,neural,none,capgd,0.1,0.9999,1.0,0.6871,0.0968,0.8469,0.1738,0.4733,0.0232,0.8163,0.0451,0.9861,0.9406,46.57,0.05
2026-02-16T18:48:34.497693+11:00,ccfd_baseline,456,ccfd,neural,none,capgd,0.1,0.9997,1.0,0.7709,0.2536,0.8878,0.3946,0.6764,0.0488,0.8878,0.0925,0.9953,0.97,46.08,0.05
2026-02-16T18:51:25.682032+11:00,ccfd_neural_adv_train,42,ccfd,neural,adversarial_training,capgd,0.1,0.9999,1.0,0.7108,0.1667,0.898,0.2812,0.6554,0.0648,0.898,0.1209,0.9921,0.9775,150.85,0.04
2026-02-16T18:54:16.430423+11:00,ccfd_neural_adv_train,123,ccfd,neural,adversarial_training,capgd,0.1,0.9999,1.0,0.6786,0.147,0.8367,0.25,0.6127,0.0564,0.8265,0.1055,0.9914,0.9759,150.11,0.04
2026-02-16T18:57:06.773300+11:00,ccfd_neural_adv_train,456,ccfd,neural,adversarial_training,capgd,0.1,0.9997,1.0,0.7159,0.1917,0.898,0.316,0.6862,0.0634,0.8878,0.1184,0.9933,0.9772,150.05,0.04
2026-02-16T18:58:15.191292+11:00,ccfd_neural_input_val,42,ccfd,neural,input_validation,capgd,0.1,0.9999,1.0,0.3225,0.1153,0.8673,0.2036,0.1203,0.0254,0.8367,0.0493,0.9883,0.9445,47.21,0.05
2026-02-16T18:59:22.532865+11:00,ccfd_neural_input_val,123,ccfd,neural,input_validation,capgd,0.1,0.9999,1.0,0.635,0.2388,0.8163,0.3695,0.5674,0.0407,0.7857,0.0773,0.9952,0.9677,46.71,0.04
2026-02-16T19:00:30.531620+11:00,ccfd_neural_input_val,456,ccfd,neural,input_validation,capgd,0.1,0.9997,1.0,0.6203,0.2105,0.8571,0.338,0.3026,0.0456,0.8469,0.0865,0.9942,0.9692,47.54,0.05
2026-02-16T19:01:38.096396+11:00,ccfd_neural_eps_sweep,42,ccfd,neural,none,capgd,0.01,0.9999,1.0,0.7337,0.1818,0.898,0.3024,0.7244,0.1522,0.898,0.2604,0.9929,0.9912,46.91,0.05
2026-02-16T19:01:44.258932+11:00,ccfd_neural_eps_sweep,42,ccfd,neural,none,capgd,0.05,0.9999,1.0,0.7337,0.1818,0.898,0.3024,0.68,0.0846,0.8878,0.1545,0.9929,0.9833,46.91,0.04
2026-02-16T19:01:50.365340+11:00,ccfd_neural_eps_sweep,42,ccfd,neural,none,capgd,0.1,0.9999,1.0,0.7337,0.1818,0.898,0.3024,0.5876,0.0385,0.8673,0.0737,0.9929,0.9625,46.91,0.03
2026-02-16T19:01:56.474339+11:00,ccfd_neural_eps_sweep,42,ccfd,neural,none,capgd,0.15,0.9999,1.0,0.7337,0.1818,0.898,0.3024,0.4948,0.018,0.8469,0.0353,0.9929,0.9203,46.91,0.03
2026-02-16T19:02:02.577887+11:00,ccfd_neural_eps_sweep,42,ccfd,neural,none,capgd,0.2,0.9999,1.0,0.7337,0.1818,0.898,0.3024,0.409,0.0097,0.8367,0.0191,0.9929,0.8524,46.91,0.03
2026-02-16T19:02:08.723468+11:00,ccfd_neural_eps_sweep,42,ccfd,neural,none,capgd,0.3,0.9999,1.0,0.7337,0.1818,0.898,0.3024,0.3037,0.0041,0.8061,0.0081,0.9929,0.6603,46.91,0.03
2026-02-16T19:03:16.491195+11:00,ccfd_neural_eps_sweep,123,ccfd,neural,none,capgd,0.01,0.9999,1.0,0.7313,0.2703,0.8163,0.4061,0.7222,0.2273,0.8163,0.3556,0.9959,0.9949,47.42,0.05
2026-02-16T19:03:22.513642+11:00,ccfd_neural_eps_sweep,123,ccfd,neural,none,capgd,0.05,0.9999,1.0,0.7313,0.2703,0.8163,0.4061,0.6625,0.118,0.8163,0.2062,0.9959,0.9892,47.42,0.03
2026-02-16T19:03:28.567261+11:00,ccfd_neural_eps_sweep,123,ccfd,neural,none,capgd,0.1,0.9999,1.0,0.7313,0.2703,0.8163,0.4061,0.5662,0.0546,0.8061,0.1023,0.9959,0.9757,47.42,0.03
2026-02-16T19:03:34.612415+11:00,ccfd_neural_eps_sweep,123,ccfd,neural,none,capgd,0.15,0.9999,1.0,0.7313,0.2703,0.8163,0.4061,0.4636,0.0252,0.7959,0.0489,0.9959,0.9468,47.42,0.03
2026-02-16T19:03:40.696053+11:00,ccfd_neural_eps_sweep,123,ccfd,neural,none,capgd,0.2,0.9999,1.0,0.7313,0.2703,0.8163,0.4061,0.396,0.0119,0.7653,0.0235,0.9959,0.8907,47.42,0.03
2026-02-16T19:03:46.768285+11:00,ccfd_neural_eps_sweep,123,ccfd,neural,none,capgd,0.3,0.9999,1.0,0.7313,0.2703,0.8163,0.4061,0.2709,0.0039,0.7041,0.0078,0.9959,0.6918,47.42,0.04
2026-02-16T19:04:54.492393+11:00,ccfd_neural_eps_sweep,456,ccfd,neural,none,capgd,0.01,0.9997,1.0,0.7226,0.1794,0.8878,0.2985,0.707,0.1529,0.8878,0.2609,0.9928,0.9913,47.01,0.05
2026-02-16T19:05:00.649679+11:00,ccfd_neural_eps_sweep,456,ccfd,neural,none,capgd,0.05,0.9997,1.0,0.7226,0.1794,0.8878,0.2985,0.6781,0.0862,0.8878,0.1572,0.9928,0.9836,47.01,0.03
2026-02-16T19:05:06.804966+11:00,ccfd_neural_eps_sweep,456,ccfd,neural,none,capgd,0.1,0.9997,1.0,0.7226,0.1794,0.8878,0.2985,0.6073,0.0419,0.8878,0.0801,0.9928,0.9649,47.01,0.04
2026-02-16T19:05:12.946524+11:00,ccfd_neural_eps_sweep,456,ccfd,neural,none,capgd,0.15,0.9997,1.0,0.7226,0.1794,0.8878,0.2985,0.518,0.0196,0.8878,0.0384,0.9928,0.9236,47.01,0.03
2026-02-16T19:05:19.088939+11:00,ccfd_neural_eps_sweep,456,ccfd,neural,none,capgd,0.2,0.9997,1.0,0.7226,0.1794,0.8878,0.2985,0.4462,0.0096,0.8776,0.019,0.9928,0.8444,47.01,0.03
2026-02-16T19:05:25.255642+11:00,ccfd_neural_eps_sweep,456,ccfd,neural,none,capgd,0.3,0.9997,1.0,0.7226,0.1794,0.8878,0.2985,0.2447,0.0035,0.8367,0.007,0.9928,0.591,47.01,0.03
2026-02-16T19:06:43.683947+11:00,ieee_cis_neural_baseline,42,ieee_cis,neural,none,capgd,0.1,0.9974,1.0,0.4372,0.1783,0.5806,0.2728,0.0581,0.0041,0.0924,0.0079,0.8894,0.1654,10.75,0.23
2026-02-16T19:08:01.149107+11:00,ieee_cis_neural_baseline,123,ieee_cis,neural,none,capgd,0.1,0.9967,1.0,0.4793,0.2313,0.609,0.3353,0.0728,0.003,0.0664,0.0057,0.9137,0.1748,11.15,0.23
2026-02-16T19:09:17.314205+11:00,ieee_cis_neural_baseline,456,ieee_cis,neural,none,capgd,0.1,0.9973,1.0,0.4201,0.24,0.5142,0.3273,0.0773,0.0036,0.0758,0.0068,0.9245,0.2107,10.94,0.23
2026-02-16T19:13:09.539004+11:00,ieee_cis_neural_adv_train,42,ieee_cis,neural,adversarial_training,capgd,0.1,0.9974,1.0,0.481,0.2225,0.6043,0.3253,0.2815,0.0865,0.4645,0.1458,0.9104,0.8055,168.31,0.22
2026-02-16T19:17:01.131667+11:00,ieee_cis_neural_adv_train,123,ieee_cis,neural,adversarial_training,capgd,0.1,0.9967,1.0,0.5033,0.2003,0.628,0.3037,0.3179,0.0875,0.5213,0.1499,0.8971,0.7887,167.8,0.23
2026-02-16T19:20:55.265313+11:00,ieee_cis_neural_adv_train,456,ieee_cis,neural,adversarial_training,capgd,0.1,0.9973,1.0,0.431,0.2178,0.5806,0.3167,0.2384,0.0788,0.4052,0.132,0.9105,0.8096,169.74,0.24
2026-02-16T19:22:12.732498+11:00,ieee_cis_neural_input_val,42,ieee_cis,neural,input_validation,capgd,0.1,0.9974,1.0,0.3695,0.1604,0.6185,0.2548,0.0182,0.0013,0.0308,0.0025,0.8707,0.1074,10.73,0.24
2026-02-16T19:23:29.901966+11:00,ieee_cis_neural_input_val,123,ieee_cis,neural,input_validation,capgd,0.1,0.9967,1.0,0.3596,0.1547,0.6256,0.2481,0.0182,0.0029,0.0687,0.0055,0.8645,0.1096,10.93,0.23
2026-02-16T19:24:46.080558+11:00,ieee_cis_neural_input_val,456,ieee_cis,neural,input_validation,capgd,0.1,0.9973,1.0,0.3952,0.1863,0.5995,0.2843,0.0182,0.0022,0.0521,0.0042,0.8921,0.1237,10.57,0.24
2026-02-16T19:26:00.887901+11:00,ieee_cis_neural_eps_sweep,42,ieee_cis,neural,none,capgd,0.01,0.9974,1.0,0.4488,0.1713,0.6185,0.2682,0.3007,0.0913,0.4431,0.1514,0.8794,0.8225,10.83,0.24
2026-02-16T19:26:19.846598+11:00,ieee_cis_neural_eps_sweep,42,ieee_cis,neural,none,capgd,0.05,0.9974,1.0,0.4488,0.1713,0.6185,0.2682,0.1161,0.0117,0.1754,0.0219,0.8794,0.4409,10.83,0.22
2026-02-16T19:26:38.725154+11:00,ieee_cis_neural_eps_sweep,42,ieee_cis,neural,none,capgd,0.1,0.9974,1.0,0.4488,0.1713,0.6185,0.2682,0.0718,0.0037,0.0877,0.0072,0.8794,0.1303,10.83,0.22
2026-02-16T19:26:57.476666+11:00,ieee_cis_neural_eps_sweep,42,ieee_cis,neural,none,capgd,0.15,0.9974,1.0,0.4488,0.1713,0.6185,0.2682,0.0413,0.0028,0.0711,0.0053,0.8794,0.0472,10.83,0.22
2026-02-16T19:27:16.264644+11:00,ieee_cis_neural_eps_sweep,42,ieee_cis,neural,none,capgd,0.2,0.9974,1.0,0.4488,0.1713,0.6185,0.2682,0.0326,0.0023,0.0616,0.0045,0.8794,0.0223,10.83,0.22
2026-02-16T19:27:35.098050+11:00,ieee_cis_neural_eps_sweep,42,ieee_cis,neural,none,capgd,0.3,0.9974,1.0,0.4488,0.1713,0.6185,0.2682,0.0341,0.0015,0.0403,0.0029,0.8794,0.0102,10.83,0.22
2026-02-16T19:28:53.190925+11:00,ieee_cis_neural_eps_sweep,123,ieee_cis,neural,none,capgd,0.01,0.9967,1.0,0.4664,0.2129,0.6398,0.3195,0.2956,0.1109,0.4526,0.1781,0.9026,0.8507,10.77,0.23
2026-02-16T19:29:13.961131+11:00,ieee_cis_neural_eps_sweep,123,ieee_cis,neural,none,capgd,0.05,0.9967,1.0,0.4664,0.2129,0.6398,0.3195,0.0952,0.0122,0.1754,0.0229,0.9026,0.4644,10.77,0.22
2026-02-16T19:29:34.641314+11:00,ieee_cis_neural_eps_sweep,123,ieee_cis,neural,none,capgd,0.1,0.9967,1.0,0.4664,0.2129,0.6398,0.3195,0.0624,0.0031,0.0711,0.0059,0.9026,0.1429,10.77,0.23
2026-02-16T19:29:55.370506+11:00,ieee_cis_neural_eps_sweep,123,ieee_cis,neural,none,capgd,0.15,0.9967,1.0,0.4664,0.2129,0.6398,0.3195,0.0292,0.0024,0.0616,0.0047,0.9026,0.0587,10.77,0.22
2026-02-16T19:30:15.953034+11:00,ieee_cis_neural_eps_sweep,123,ieee_cis,neural,none,capgd,0.2,0.9967,1.0,0.4664,0.2129,0.6398,0.3195,0.0301,0.0019,0.0498,0.0037,0.9026,0.0335,10.77,0.25
2026-02-16T19:30:36.554170+11:00,ieee_cis_neural_eps_sweep,123,ieee_cis,neural,none,capgd,0.3,0.9967,1.0,0.4664,0.2129,0.6398,0.3195,0.0335,0.0014,0.0379,0.0028,0.9026,0.0215,10.77,0.23
2026-02-16T19:31:50.734585+11:00,ieee_cis_neural_eps_sweep,456,ieee_cis,neural,none,capgd,0.01,0.9973,1.0,0.423,0.2098,0.5592,0.3051,0.2624,0.0921,0.3673,0.1473,0.909,0.848,10.62,0.23
2026-02-16T19:32:09.779947+11:00,ieee_cis_neural_eps_sweep,456,ieee_cis,neural,none,capgd,0.05,0.9973,1.0,0.423,0.2098,0.5592,0.3051,0.1305,0.0121,0.1682,0.0226,0.909,0.4802,10.62,0.22
2026-02-16T19:32:28.779921+11:00,ieee_cis_neural_eps_sweep,456,ieee_cis,neural,none,capgd,0.1,0.9973,1.0,0.423,0.2098,0.5592,0.3051,0.0861,0.0046,0.1019,0.0088,0.909,0.1779,10.62,0.23
2026-02-16T19:32:47.771207+11:00,ieee_cis_neural_eps_sweep,456,ieee_cis,neural,none,capgd,0.15,0.9973,1.0,0.423,0.2098,0.5592,0.3051,0.0342,0.0033,0.0829,0.0064,0.909,0.0732,10.62,0.23
2026-02-16T19:33:06.971247+11:00,ieee_cis_neural_eps_sweep,456,ieee_cis,neural,none,capgd,0.2,0.9973,1.0,0.423,0.2098,0.5592,0.3051,0.0294,0.003,0.0782,0.0058,0.909,0.0411,10.62,0.23
2026-02-16T19:33:25.993246+11:00,ieee_cis_neural_eps_sweep,456,ieee_cis,neural,none,capgd,0.3,0.9973,1.0,0.423,0.2098,0.5592,0.3051,0.0328,0.0023,0.0616,0.0045,0.909,0.0205,10.62,0.23
2026-02-16T19:35:41.794716+11:00,lcld_neural_baseline,42,lcld,neural,none,capgd,0.1,0.9993,1.0,0.3038,0.2957,0.4774,0.3652,0.1051,0.0,0.0,0.0,0.6749,0.0592,23.78,0.12
2026-02-16T19:37:40.466661+11:00,lcld_neural_baseline,123,lcld,neural,none,capgd,0.1,0.9994,1.0,0.3115,0.2963,0.5515,0.3855,0.1051,0.0001,0.0006,0.0002,0.6557,0.037,22.35,0.12
2026-02-16T19:39:39.362713+11:00,lcld_neural_baseline,456,lcld,neural,none,capgd,0.1,0.9995,1.0,0.3095,0.2853,0.5707,0.3804,0.1051,0.0,0.0002,0.0001,0.6359,0.0386,22.94,0.12
2026-02-16T19:44:00.104630+11:00,lcld_neural_adv_train,42,lcld,neural,adversarial_training,capgd,0.1,0.9993,1.0,0.3426,0.2955,0.649,0.4061,0.2988,0.2652,0.6147,0.3706,0.6282,0.591,165.4,0.11
2026-02-16T19:48:19.618234+11:00,lcld_neural_adv_train,123,lcld,neural,adversarial_training,capgd,0.1,0.9994,1.0,0.3524,0.2859,0.7106,0.4078,0.2983,0.2749,0.6973,0.3943,0.5957,0.5804,164.03,0.1
2026-02-16T19:52:46.902019+11:00,lcld_neural_adv_train,456,lcld,neural,adversarial_training,capgd,0.1,0.9995,1.0,0.3552,0.2823,0.7181,0.4053,0.306,0.2715,0.7038,0.3919,0.5872,0.5721,171.44,0.11
2026-02-16T19:54:45.686846+11:00,lcld_neural_input_val,42,lcld,neural,input_validation,capgd,0.1,0.9993,1.0,0.2975,0.2769,0.5804,0.3749,0.1051,0.0,0.0,0.0,0.621,0.0363,22.78,0.12
2026-02-16T19:56:44.637119+11:00,lcld_neural_input_val,123,lcld,neural,input_validation,capgd,0.1,0.9994,1.0,0.2993,0.2781,0.5766,0.3752,0.1051,0.0,0.0,0.0,0.6239,0.0349,22.47,0.12
2026-02-16T19:58:43.621967+11:00,lcld_neural_input_val,456,lcld,neural,input_validation,capgd,0.1,0.9995,1.0,0.3031,0.2897,0.5243,0.3731,0.1051,0.0,0.0,0.0,0.655,0.0493,22.24,0.12
2026-02-16T20:00:41.363820+11:00,lcld_neural_eps_sweep,42,lcld,neural,none,capgd,0.01,0.9993,1.0,0.306,0.2982,0.5279,0.3811,0.1709,0.1617,0.3034,0.2109,0.6642,0.5554,22.54,0.12
2026-02-16T20:00:56.680890+11:00,lcld_neural_eps_sweep,42,lcld,neural,none,capgd,0.05,0.9993,1.0,0.306,0.2982,0.5279,0.3811,0.1054,0.0039,0.0112,0.0058,0.6642,0.2433,22.54,0.1
2026-02-16T20:01:11.922784+11:00,lcld_neural_eps_sweep,42,lcld,neural,none,capgd,0.1,0.9993,1.0,0.306,0.2982,0.5279,0.3811,0.1051,0.0,0.0,0.0,0.6642,0.0605,22.54,0.09
2026-02-16T20:01:27.186052+11:00,lcld_neural_eps_sweep,42,lcld,neural,none,capgd,0.15,0.9993,1.0,0.306,0.2982,0.5279,0.3811,0.1051,0.0,0.0,0.0,0.6642,0.012,22.54,0.09
2026-02-16T20:01:42.576960+11:00,lcld_neural_eps_sweep,42,lcld,neural,none,capgd,0.2,0.9993,1.0,0.306,0.2982,0.5279,0.3811,0.1051,0.0,0.0,0.0,0.6642,0.0057,22.54,0.1
2026-02-16T20:01:57.818431+11:00,lcld_neural_eps_sweep,42,lcld,neural,none,capgd,0.3,0.9993,1.0,0.306,0.2982,0.5279,0.3811,0.1051,0.0,0.0,0.0,0.6642,0.0053,22.54,0.1
2026-02-16T20:03:57.226143+11:00,lcld_neural_eps_sweep,123,lcld,neural,none,capgd,0.01,0.9994,1.0,0.308,0.2946,0.4967,0.3698,0.1701,0.1571,0.2894,0.2036,0.6685,0.5566,22.83,0.12
2026-02-16T20:04:13.336105+11:00,lcld_neural_eps_sweep,123,lcld,neural,none,capgd,0.05,0.9994,1.0,0.308,0.2946,0.4967,0.3698,0.1055,0.003,0.0089,0.0045,0.6685,0.2274,22.83,0.11
2026-02-16T20:04:29.432022+11:00,lcld_neural_eps_sweep,123,lcld,neural,none,capgd,0.1,0.9994,1.0,0.308,0.2946,0.4967,0.3698,0.1051,0.0,0.0002,0.0001,0.6685,0.0529,22.83,0.09
2026-02-16T20:04:45.471551+11:00,lcld_neural_eps_sweep,123,lcld,neural,none,capgd,0.15,0.9994,1.0,0.308,0.2946,0.4967,0.3698,0.1051,0.0,0.0002,0.0001,0.6685,0.0106,22.83,0.1
2026-02-16T20:05:01.523594+11:00,lcld_neural_eps_sweep,123,lcld,neural,none,capgd,0.2,0.9994,1.0,0.308,0.2946,0.4967,0.3698,0.1051,0.0,0.0,0.0,0.6685,0.0028,22.83,0.09
2026-02-16T20:05:17.577804+11:00,lcld_neural_eps_sweep,123,lcld,neural,none,capgd,0.3,0.9994,1.0,0.308,0.2946,0.4967,0.3698,0.1051,0.0,0.0,0.0,0.6685,0.0013,22.83,0.09
2026-02-16T20:07:16.875561+11:00,lcld_neural_eps_sweep,456,lcld,neural,none,capgd,0.01,0.9995,1.0,0.3103,0.2843,0.6128,0.3884,0.1758,0.1726,0.4064,0.2423,0.622,0.5022,23.09,0.12
2026-02-16T20:07:32.273290+11:00,lcld_neural_eps_sweep,456,lcld,neural,none,capgd,0.05,0.9995,1.0,0.3103,0.2843,0.6128,0.3884,0.1055,0.0093,0.0314,0.0144,0.622,0.1582,23.09,0.1
2026-02-16T20:07:47.668166+11:00,lcld_neural_eps_sweep,456,lcld,neural,none,capgd,0.1,0.9995,1.0,0.3103,0.2843,0.6128,0.3884,0.1051,0.0003,0.0011,0.0005,0.622,0.0215,23.09,0.1
2026-02-16T20:08:02.862854+11:00,lcld_neural_eps_sweep,456,lcld,neural,none,capgd,0.15,0.9995,1.0,0.3103,0.2843,0.6128,0.3884,0.1051,0.0,0.0,0.0,0.622,0.0034,23.09,0.1
