dataset,model,defence,attack,protocol,epsilon,mean_robust_pr_auc,std_robust_pr_auc,mean_robust_roc_auc,std_robust_roc_auc,mean_flipped_count,std_flipped_count,mean_feasible_flipped_count,std_feasible_flipped_count,mean_fsr,std_fsr,mean_aggregate_feasibility,std_aggregate_feasibility,mean_robust_accuracy,std_robust_accuracy,n_seeds
CCFD,MLP,none,CAPGD,B_posthoc_filter,0.1,0.597837647515289,0.26226971821872536,0.8777022451424702,0.1408837605286133,0.0,0.0,0.0,0.0,,,1.0,0.0,0.9961968287402727,0.00010134285925738915,3
CCFD,MLP,none,CAPGD,B_posthoc_filter,0.15,0.5536188093486578,0.301162053612731,0.8557196436943273,0.16309035771288685,0.0,0.0,0.0,0.0,,,1.0,0.0,0.9929202504242,0.0016590541078647446,3
CCFD,MLP,none,CAPGD,B_posthoc_filter,0.2,0.5171579378834276,0.33288714288311644,0.8327407928322134,0.18052703812888057,0.3333333333333333,0.5773502691896258,0.3333333333333333,0.5773502691896258,1.0,,1.0,0.0,0.9831490258030543,0.0066909315613642405,3
CCFD,MLP,none,Square,A_unconstrained,0.1,0.6507939187432247,0.21594936111059623,0.9201567953326041,0.09542007990743435,0.0,0.0,0.0,0.0,,,1.0,0.0,0.9970159733192908,0.0003040285777724479,3
CCFD,MLP,none,Square,B_posthoc_filter,0.1,0.6507939187432247,0.21594936111059623,0.9201567953326041,0.09542007990743435,0.0,0.0,0.0,0.0,,,1.0,0.0,0.9970159733192908,0.0003040285777724479,3
CCFD,XGBoost,none,Square,A_unconstrained,0.1,0.7744889198080225,0.22321438227473647,0.9879278012189404,0.020152764344275348,0.6666666666666666,0.5773502691896258,0.6666666666666666,0.5773502691896258,1.0,0.0,1.0,0.0,0.9991808554209819,0.0005642531602009468,3
CCFD,XGBoost,none,Square,B_posthoc_filter,0.1,0.7744889198080225,0.22321438227473647,0.9879278012189404,0.020152764344275348,0.6666666666666666,0.5773502691896258,0.6666666666666666,0.5773502691896258,1.0,0.0,1.0,0.0,0.9991808554209819,0.0005642531602009468,3
IEEE-CIS,Ensemble,none,Square,A_unconstrained,0.1,0.06341212784945723,0.015664392743981674,0.5270508515672324,0.0715465827296163,213.66666666666666,15.044378795195673,0.0,0.0,0.0,0.0,0.12502469449383338,0.017936651388726774,0.683769367538735,0.10352413844580452,3
IEEE-CIS,Ensemble,none,Square,B_posthoc_filter,0.1,0.5158945834305896,0.02490019870327751,0.8750325450529647,0.013105582975313628,0.0,0.0,0.0,0.0,,,0.9999435554426664,9.776484111251131e-05,0.886574662038213,0.003403915693759971,3
IEEE-CIS,MLP,adversarial_training,CAPGD,A_unconstrained,0.1,0.2753661457369672,0.03000708472854428,0.6593342679676087,0.00901372858399581,51.333333333333336,7.371114795831993,0.0,0.0,0.0,0.0,5.644455733355911e-05,4.8882420556229426e-05,0.7881635763271526,0.02615766791343224,3
IEEE-CIS,MLP,adversarial_training,CAPGD,B_posthoc_filter,0.1,0.46018226884972746,0.021994996935073296,0.8365951903093213,0.004583719287033793,0.0,0.0,0.0,0.0,,,0.9999435554426664,9.776484111251131e-05,0.8937148985409081,0.014840947612974716,3
IEEE-CIS,MLP,adversarial_training,CAPGD,C1_projection,0.1,0.2837526045019219,0.02957448412683835,0.6699618836223583,0.006554581395410922,48.0,7.211102550927978,21.333333333333332,11.015141094572204,0.47641975308641976,0.3249523196708129,0.4316879744870601,0.3677839485026266,0.7968842604351876,0.026411303464037104,3
IEEE-CIS,MLP,adversarial_training,CAPGD,C2_mask_projection,0.1,0.45288566033675554,0.022467624236571716,0.8298604623485121,0.005105271591929464,2.6666666666666665,1.5275252316519465,2.6666666666666665,1.5275252316519465,1.0,0.0,0.9999435554426664,9.776484111251131e-05,0.8903282251008946,0.014691668219889206,3
IEEE-CIS,MLP,input_validation,CAPGD,A_unconstrained,0.1,0.018570769099349835,0.00029460149361412507,0.049228025101685426,0.008516219114088026,217.66666666666666,18.14754345175493,0.0,0.0,0.0,0.0,8.466683600031289e-05,8.46668360003e-05,0.13151581858719272,0.045368890831303264,3
IEEE-CIS,MLP,input_validation,CAPGD,B_posthoc_filter,0.1,0.39298835919623215,0.030346267679525838,0.817384800915825,0.01713291374791171,0.0,0.0,0.0,0.0,,,0.9999435554426664,9.776484111251131e-05,0.8806762057968561,0.023558436180202976,3
IEEE-CIS,MLP,input_validation,CAPGD,C1_projection,0.1,0.01873212111722883,0.00036468404739235734,0.053248214755597496,0.006568607988720369,216.33333333333334,17.616280348965084,95.33333333333333,69.28443788711382,0.4592559819712334,0.3607000196785925,0.4534473513391471,0.3771188361456152,0.1430869528405723,0.04404457999349586,3
IEEE-CIS,MLP,input_validation,CAPGD,C2_mask_projection,0.1,0.3668164890919758,0.033905375515416857,0.7971709419457288,0.01713379219603591,5.666666666666667,4.041451884327381,5.666666666666667,4.041451884327381,1.0,0.0,0.9999435554426664,9.776484111251131e-05,0.865690175824796,0.025916535556612653,3
IEEE-CIS,MLP,none,CAPGD,A_unconstrained,0.01,0.27817555286039347,0.02815955266586471,0.6096737421727153,0.014325859950801557,69.66666666666667,9.504384952922168,0.0,0.0,0.0,0.0,0.465244263821861,0.14979013419011245,0.8425761295967037,0.026433188690215645,3
IEEE-CIS,MLP,none,CAPGD,A_unconstrained,0.05,0.11868282800573988,0.004083447473157941,0.19380310288037408,0.015522168088638487,171.66666666666666,20.599352740640498,0.0,0.0,0.0,0.0,0.00014111139333387957,0.0001762480737842495,0.475996951993904,0.05682734342274008,3
IEEE-CIS,MLP,none,CAPGD,A_unconstrained,0.1,0.07546610140134609,0.013435842788550964,0.09760661911933256,0.00234668593323886,204.0,17.349351572897472,0.0,0.0,0.0,0.0,5.644455733355911e-05,4.8882420556229426e-05,0.17130923150735186,0.05111355425224495,3
IEEE-CIS,MLP,none,CAPGD,A_unconstrained,0.15,0.034306765567224805,0.007452653934693911,0.08422784547102553,0.005885068278895273,208.33333333333334,18.0092568789868,0.0,0.0,0.0,0.0,5.644455733355911e-05,4.8882420556229426e-05,0.0660401320802641,0.029632545919662908,3
IEEE-CIS,MLP,none,CAPGD,A_unconstrained,0.2,0.031057099823225298,0.0010856752107463834,0.06843276202460809,0.007895675890573469,212.66666666666666,18.90326250501043,0.0,0.0,0.0,0.0,2.8222278666779554e-05,4.8882420556229426e-05,0.035475404284141865,0.018127602605318992,3
IEEE-CIS,MLP,none,CAPGD,B_posthoc_filter,0.01,0.41158378130751444,0.028844056504882018,0.794139102376576,0.0247087969338263,0.0,0.0,0.0,0.0,,,0.752264837863009,0.09136477478431299,0.87582197386617,0.013257954229516623,3
IEEE-CIS,MLP,none,CAPGD,B_posthoc_filter,0.05,0.43277960310193686,0.03267934289519753,0.8112991360944299,0.021257607006372806,0.0,0.0,0.0,0.0,,,0.9999435554426664,9.776484111251131e-05,0.8980611294555922,0.017879743487647513,3
IEEE-CIS,MLP,none,CAPGD,B_posthoc_filter,0.1,0.43279203996048404,0.03265993945404702,0.8113043377544669,0.021252712097706315,0.0,0.0,0.0,0.0,,,0.9999435554426664,9.776484111251131e-05,0.8980893517342591,0.017877805568467568,3
IEEE-CIS,MLP,none,CAPGD,B_posthoc_filter,0.15,0.43279017479559595,0.03265813393330386,0.8112982344733569,0.021257705763981883,0.0,0.0,0.0,0.0,,,0.9999435554426664,9.776484111251131e-05,0.8980893517342591,0.017877805568467568,3
IEEE-CIS,MLP,none,CAPGD,B_posthoc_filter,0.2,0.4327934544115976,0.032661334419503495,0.8113094007035696,0.021248598812538873,0.0,0.0,0.0,0.0,,,0.9999435554426664,9.776484111251131e-05,0.8980893517342591,0.017877805568467568,3
IEEE-CIS,MLP,none,CAPGD,C1_projection,0.01,0.28196020088434404,0.02831939987311431,0.6173086000640567,0.014496526195480103,67.0,9.16515138991168,32.0,15.524174696260024,0.5053852021357742,0.30651547351748226,0.6240792481584964,0.21802686793859807,0.8443259108740439,0.025912247926231674,3
IEEE-CIS,MLP,none,CAPGD,C1_projection,0.05,0.12267552453240083,0.003982452427634097,0.20267443004023863,0.015089483578876106,170.66666666666666,19.655363983740756,67.66666666666667,50.934598588124096,0.41965257723864163,0.33956947010115945,0.4909829819659639,0.34294023652136635,0.4900516467699602,0.056050212800107226,3
IEEE-CIS,MLP,none,CAPGD,C1_projection,0.1,0.07869666177092487,0.00525745438259803,0.09909855925113843,0.00992203800193103,202.33333333333334,15.695009822658074,93.66666666666667,69.51498639382254,0.47425092495891324,0.35920282061645703,0.4531369062738125,0.37772249780569156,0.18310614399006572,0.05123353416219545,3
IEEE-CIS,MLP,none,CAPGD,C1_projection,0.15,0.038277993997498795,0.008413993361427455,0.08760053248353462,0.006932927580576527,207.0,18.35755975068582,97.66666666666667,80.87232736439167,0.4871210516924163,0.41348124612272436,0.42226173341235573,0.4098150749227605,0.07176925464962036,0.029234630098931298,3
IEEE-CIS,MLP,none,CAPGD,C1_projection,0.2,0.03008050343187257,0.0016152007941273405,0.0695452583955833,0.0051966460404903395,213.0,18.35755975068582,96.0,80.95060222135473,0.4646490862344521,0.4013288971668634,0.3917816724522338,0.3943932841537164,0.038636299494821134,0.01993563913304932,3
IEEE-CIS,MLP,none,CAPGD,C2_mask_projection,0.01,0.43066657992612445,0.03272426725083094,0.8095110481178521,0.021240046633128937,0.0,0.0,0.0,0.0,,,0.9999435554426664,9.776484111251131e-05,0.8966500155222533,0.01792985596580996,3
IEEE-CIS,MLP,none,CAPGD,C2_mask_projection,0.05,0.42163719683068607,0.03258460517168006,0.8024207346769151,0.02118117653108096,1.6666666666666667,0.5773502691896257,1.6666666666666667,0.5773502691896257,1.0,0.0,0.9999435554426664,9.776484111251131e-05,0.8917675613129004,0.018311605283891016,3
IEEE-CIS,MLP,none,CAPGD,C2_mask_projection,0.1,0.4120598830020197,0.03314764782118417,0.7936861764982895,0.02100726833475411,4.333333333333333,1.5275252316519468,4.333333333333333,1.5275252316519468,1.0,0.0,0.9999435554426664,9.776484111251131e-05,0.8856997713995428,0.019286949138089517,3
IEEE-CIS,MLP,none,CAPGD,C2_mask_projection,0.15,0.4029333721225073,0.03374703832081776,0.784979603250663,0.020832161694050912,6.333333333333333,1.5275252316519468,6.333333333333333,1.5275252316519468,1.0,0.0,0.9999435554426664,9.776484111251131e-05,0.879773092879519,0.020396098450479815,3
IEEE-CIS,MLP,none,CAPGD,C2_mask_projection,0.2,0.39414715590006716,0.03409872660107788,0.776308470646755,0.02062279856870666,9.666666666666666,0.5773502691896258,9.666666666666666,0.5773502691896258,1.0,0.0,0.9999435554426664,9.776484111251131e-05,0.8734230801794937,0.019987650571201138,3
IEEE-CIS,MLP,none,Square,A_unconstrained,0.1,0.1087667520447871,0.02390477383479526,0.4357491645787203,0.05650536261244976,192.0,15.394804318340652,0.0,0.0,0.0,0.0,0.21832754776620664,0.048483451647010144,0.7839584568058026,0.06008138688389755,3
IEEE-CIS,MLP,none,Square,B_posthoc_filter,0.1,0.4315912671808016,0.03355146600893088,0.8091044516916285,0.02179850455609961,0.0,0.0,0.0,0.0,,,0.9999435554426664,9.776484111251131e-05,0.8848531030395393,0.020825460190131886,3
IEEE-CIS,XGBoost,none,Square,A_unconstrained,0.1,0.037321004163034764,0.023578297624131335,0.2941908068773436,0.08052292237600917,109.33333333333333,12.503332889007366,0.6666666666666666,0.5773502691896258,0.0064073226544622,0.005623892781439095,0.0315807298281263,0.005304362071857435,0.5909462930036972,0.215610782068058,3
IEEE-CIS,XGBoost,none,Square,B_posthoc_filter,0.1,0.5480354271804714,0.03314457752902819,0.8952681469620156,0.010804565618066513,0.6666666666666666,0.5773502691896258,0.6666666666666666,0.5773502691896258,1.0,0.0,0.9999435554426664,9.776484111251131e-05,0.9721728332345553,0.002433834071329145,3
LCLD,Ensemble,none,Square,A_unconstrained,0.1,0.13921263865881975,0.004858217173661185,0.3331630321632418,0.02798472424224107,2836.3333333333335,113.79513756454334,8.0,7.937253933193772,0.0028774522288649664,0.0028990523216098933,0.37979120059656973,0.036795076782121725,0.3475391498881432,0.024824515717129684,3
LCLD,Ensemble,none,Square,B_posthoc_filter,0.1,0.36724354587311075,0.003199968706402176,0.7046437981744389,0.006802842957371967,8.0,7.937253933193772,8.0,7.937253933193772,1.0,0.0,0.9980362913248819,0.00019133487842837576,0.625316927665921,0.03266272443289246,3
LCLD,MLP,adversarial_training,CAPGD,A_unconstrained,0.1,0.2960935277845336,0.006951871616168979,0.6562315544886084,0.006130501214477363,108.33333333333333,25.794056162870802,0.0,0.0,0.0,0.0,0.002448421575938333,0.001139704198110071,0.5849366144668159,0.03267785200013996,3
LCLD,MLP,adversarial_training,CAPGD,B_posthoc_filter,0.1,0.3461149716254321,0.005769381450726505,0.693937631416396,0.00435128005813737,0.0,0.0,0.0,0.0,,,0.9980362913248819,0.00019133487842837576,0.6057295550584141,0.037311332165021895,3
LCLD,MLP,adversarial_training,CAPGD,C1_projection,0.1,0.29829832551359664,0.0054970125103030254,0.6576366840483547,0.005759857615119853,104.66666666666667,27.061657993059725,80.0,18.027756377319946,0.7738128439684665,0.11683069203129025,0.8399950285856326,0.005743597463105661,0.5857693263733532,0.03290556458841534,3
LCLD,MLP,adversarial_training,CAPGD,C2_mask_projection,0.1,0.3156813812405869,0.003544621640236127,0.6704775794012324,0.004631060682263172,76.0,18.027756377319946,76.0,18.027756377319946,1.0,0.0,1.0,0.0,0.592257022122794,0.035409007892061424,3
LCLD,MLP,input_validation,CAPGD,A_unconstrained,0.1,0.10505423577512953,5.761332722535872e-07,0.00014538608036713334,3.934853299506233e-05,2974.3333333333335,280.73000077179734,3.3333333333333335,2.3094010767585034,0.0011757416351761,0.0009273955870293197,0.0011807109122544668,0.00017221484539588967,0.04618443947303003,0.00732330847968315,3
LCLD,MLP,input_validation,CAPGD,B_posthoc_filter,0.1,0.3042119667275721,0.0016631879328743238,0.6578465498395519,0.0026953583049592594,3.3333333333333335,2.3094010767585034,3.3333333333333335,2.3094010767585034,1.0,0.0,0.9980362913248819,0.00019133487842837576,0.6405791697738007,0.025234240798845054,3
LCLD,MLP,input_validation,CAPGD,C1_projection,0.1,0.10505432719489087,6.34736117057209e-07,0.00017603564220679998,3.577228182241559e-05,2974.0,280.9199174141983,2179.3333333333335,149.75424312296903,0.7379928539465145,0.0933556562785898,0.7781630623912502,0.0184507758711633,0.05141685309470537,0.00833489718021023,3
LCLD,MLP,input_validation,CAPGD,C2_mask_projection,0.1,0.10507576672689423,4.0809426107533345e-06,0.003923482275816167,0.000555255407364788,2958.6666666666665,277.17383233872084,2958.6666666666665,277.17383233872084,1.0,0.0,1.0,0.0,0.1769947800149142,0.022842174856961692,3
LCLD,MLP,none,CAPGD,A_unconstrained,0.01,0.17280684133981575,0.0008499513308517947,0.45087115031595215,0.0037374910621703877,1086.0,24.43358344574123,53.0,12.489995996796797,0.04879320614792773,0.011512288717968465,0.08709917971662934,0.019673697139459996,0.5404921700223714,0.020333787464147532,3
LCLD,MLP,none,CAPGD,A_unconstrained,0.05,0.10551356105746801,1.7953422859351005e-05,0.023211783797055102,0.0015646255151181502,2758.3333333333335,208.30346452551703,10.333333333333334,3.7859388972001824,0.0038192981268148334,0.001598942434134934,0.002796420581655433,0.00019729689120543588,0.20933383047477003,0.0258693429404339,3
LCLD,MLP,none,CAPGD,A_unconstrained,0.1,0.10505702964888347,4.8414424176023615e-06,0.00021121776140603334,4.5345449357361644e-05,2845.3333333333335,219.77791821139203,3.6666666666666665,0.5773502691896258,0.0013019116285811,0.0002829474429841274,0.0011434253044990666,0.00014116103270697488,0.0436365896097439,0.006845980104690447,3
LCLD,MLP,none,CAPGD,A_unconstrained,0.15,0.10505650864520548,4.665179057351971e-06,3.369921825199738e-05,4.975278796369131e-05,2847.6666666666665,220.5682056265892,2.3333333333333335,2.516611478423583,0.0008030509303772333,0.0008218949837384621,0.0007954262987819666,0.0002184737239776774,0.007071836937608734,0.0011193964950731072,3
LCLD,MLP,none,CAPGD,A_unconstrained,0.2,0.10505540046044763,2.7621893611161954e-06,2.066498968812251e-05,3.5647633263023806e-05,2848.0,221.01357424375544,1.6666666666666667,0.5773502691896258,0.0005898041479398333,0.00021813922581621214,0.0003604275416355333,7.76161819338469e-05,0.0018767089236887335,0.000560938806681381,3
LCLD,MLP,none,CAPGD,B_posthoc_filter,0.01,0.29717119416376464,0.0030918709006555168,0.644067006138589,0.006607542198781735,53.0,12.489995996796797,53.0,12.489995996796797,1.0,0.0,0.9980362913248819,0.00019133487842837576,0.6449291573452647,0.0158920690730444,3
LCLD,MLP,none,CAPGD,B_posthoc_filter,0.05,0.3059073914328165,0.003273223388024044,0.6556295364245974,0.004099687073824658,10.333333333333334,3.7859388972001824,10.333333333333334,3.7859388972001824,1.0,0.0,0.9980362913248819,0.00019133487842837576,0.6521874223216505,0.016378754505291013,3
LCLD,MLP,none,CAPGD,B_posthoc_filter,0.1,0.3060541571742124,0.0026890917952053987,0.6576874763480609,0.003015644740316608,3.6666666666666665,0.5773502691896258,3.6666666666666665,0.5773502691896258,1.0,0.0,0.9980362913248819,0.00019133487842837576,0.6524484215759384,0.0163739581248679,3
LCLD,MLP,none,CAPGD,B_posthoc_filter,0.15,0.305793371271391,0.0025717533190125316,0.6580738720817808,0.0029651652296308678,2.3333333333333335,2.516611478423583,2.3333333333333335,2.516611478423583,1.0,0.0,0.9980362913248819,0.00019133487842837576,0.6526597066865524,0.01653608647102714,3
LCLD,MLP,none,CAPGD,B_posthoc_filter,0.2,0.3067553882202092,0.0031850415762743655,0.6584770357768065,0.0031540555594557085,1.6666666666666667,0.5773502691896258,1.6666666666666667,0.5773502691896258,1.0,0.0,0.9980362913248819,0.00019133487842837576,0.6529082774049217,0.016351556413682307,3
LCLD,MLP,none,CAPGD,C1_projection,0.01,0.17371989988832107,0.0008416243729344394,0.4531790164231662,0.0038080556493187622,1079.0,26.057628441590765,739.0,149.08051515875573,0.6831086212339076,0.12151318854696125,0.7764479244345016,0.008108855367252312,0.5422694506587123,0.020324772049756835,3
LCLD,MLP,none,CAPGD,C1_projection,0.05,0.10555806794913614,2.2380497848503263e-05,0.024861135962206533,0.0016232791188670295,2754.0,209.83088428541686,1938.0,297.20868089610036,0.7067973124413979,0.11955635221279852,0.7802261993537162,0.00997878317767799,0.21547352721849364,0.026933193659979496,3
LCLD,MLP,none,CAPGD,C1_projection,0.1,0.10505713604222054,4.896134988359679e-06,0.0002633134839685333,5.644816753597437e-05,2845.0,219.33535966642498,2071.0,187.68857184176133,0.7324725502875035,0.10295752715753102,0.7761496395724583,0.01608148333024523,0.04783743475018637,0.007246944904339506,3
LCLD,MLP,none,CAPGD,C1_projection,0.15,0.10505652529196403,4.685604254892784e-06,3.401404047690354e-05,4.9830832076803376e-05,2847.6666666666665,220.5682056265892,2159.0,72.50517222929686,0.7626080108400757,0.08605274168833194,0.7732662192393737,0.020031222136535774,0.008165548098433966,0.001719994421278276,3
LCLD,MLP,none,CAPGD,C1_projection,0.2,0.10505545095209805,2.842934486792268e-06,2.126815376387751e-05,3.6722891608654304e-05,2848.0,221.01357424375544,2190.3333333333335,73.33030296769094,0.7727614399283728,0.07596922999278186,0.7646408153119563,0.021485840231034243,0.0023489932885905665,0.0004875725887629123,3
LCLD,MLP,none,CAPGD,C2_mask_projection,0.01,0.20220613760601328,0.0023941339820803373,0.5151899516819382,0.005485455907316745,801.3333333333334,22.854612955229257,801.3333333333334,22.854612955229257,1.0,0.0,1.0,0.0,0.5810713397961721,0.017444498386534026,3
LCLD,MLP,none,CAPGD,C2_mask_projection,0.05,0.10871238281588658,0.00014069573354590203,0.09341422710998139,0.0024842604134008663,2583.6666666666665,174.97809386701334,2583.6666666666665,174.97809386701334,1.0,0.0,1.0,0.0,0.3473402933134477,0.02485374076611475,3
LCLD,MLP,none,CAPGD,C2_mask_projection,0.1,0.10508370937946226,9.7928748556671e-06,0.004028718224584533,0.0002586941351942144,2832.3333333333335,217.51398422476962,2832.3333333333335,217.51398422476962,1.0,0.0,1.0,0.0,0.1705195128013919,0.020822111958856002,3
LCLD,MLP,none,CAPGD,C2_mask_projection,0.15,0.10505678305620347,4.866556892401044e-06,0.0002554282170269667,6.053277823032549e-05,2846.0,220.66490432327475,2846.0,220.66490432327475,1.0,0.0,1.0,0.0,0.07629878200347993,0.011790410369246843,3
LCLD,MLP,none,CAPGD,C2_mask_projection,0.2,0.10505649474739749,4.643127689954346e-06,4.916669896537729e-05,4.0909802217894826e-05,2847.3333333333335,220.1234502122237,2847.3333333333335,220.1234502122237,1.0,0.0,1.0,0.0,0.0332214765100671,0.005809380075633817,3
LCLD,MLP,none,Square,A_unconstrained,0.1,0.1206246619722887,0.002803112993801435,0.20294548232652312,0.025380642071052274,2797.3333333333335,193.45369816401373,8.333333333333334,6.658328118479393,0.002897859926494067,0.0021540165387503194,0.38872731792194876,0.028494263838861947,0.3449291573452647,0.05069596449490069,3
LCLD,MLP,none,Square,B_posthoc_filter,0.1,0.3053915283004805,0.0019654142773848434,0.6523329137459218,0.003918473545630921,8.333333333333334,6.658328118479393,8.333333333333334,6.658328118479393,1.0,0.0,0.9980362913248819,0.00019133487842837576,0.6279766343524732,0.02596988305710233,3
LCLD,XGBoost,none,Square,A_unconstrained,0.1,0.17884151143225227,0.022406970280530555,0.4793152280013313,0.05803787198639404,290.3333333333333,18.8767935130237,10.0,3.605551275463989,0.03502382018822977,0.014621288731379174,0.24326373353218986,0.021344254633536106,0.739025602783992,0.019765780231451896,3
LCLD,XGBoost,none,Square,B_posthoc_filter,0.1,0.35951922725004054,0.0019888408724266504,0.707288885960748,0.0036687140066892594,10.0,3.605551275463989,10.0,3.605551275463989,1.0,0.0,0.9980362913248819,0.00019133487842837576,0.8031444195873726,0.0006878495700731506,3
Sparkov,Ensemble,none,Square,A_unconstrained,0.1,0.07354802136547876,0.009928367036144156,0.8353340512798554,0.010788008984683984,76.33333333333333,3.055050463303895,0.0,0.0,0.0,0.0,0.013513999856042567,0.0024305302417116934,0.9702458072410568,0.008185761978168938,3
Sparkov,Ensemble,none,Square,B_posthoc_filter,0.1,0.5067010128117956,0.07869521297640586,0.9705450552353797,0.0011434909177250683,0.0,0.0,0.0,0.0,,,1.0,0.0,0.9886543583099402,0.0014990491957261342,3
Sparkov,MLP,adversarial_training,CAPGD,A_unconstrained,0.1,0.21359271918343045,0.008291872414283107,0.9183791082198695,0.008383793220028047,14.333333333333334,5.131601439446884,0.0,0.0,0.0,0.0,0.0,0.0,0.9073724177643417,0.03590976657272601,3
Sparkov,MLP,adversarial_training,CAPGD,B_posthoc_filter,0.1,0.6685239643192048,0.04645933943697497,0.9777477262109985,0.005236327944430624,0.0,0.0,0.0,0.0,,,1.0,0.0,0.9718743251997409,0.0154633125991863,3
Sparkov,MLP,adversarial_training,CAPGD,C1_projection,0.1,0.555403528798419,0.05282012556120483,0.9579748544162735,0.006187045811071266,8.0,2.6457513110645907,8.0,2.6457513110645907,1.0,0.0,1.0,0.0,0.9401947023680991,0.024307835232387078,3
Sparkov,MLP,adversarial_training,CAPGD,C2_mask_projection,0.1,0.5773056607156836,0.05158145714996129,0.9615505862964765,0.006359206074007271,7.333333333333333,2.309401076758503,7.333333333333333,2.309401076758503,1.0,0.0,1.0,0.0,0.9453411790110128,0.021639715405244737,3
Sparkov,MLP,input_validation,CAPGD,A_unconstrained,0.1,0.005362458204964167,1.5505072284452964e-05,0.00030799333037949997,0.00014863124207154958,163.33333333333334,5.859465277082316,0.0,0.0,0.0,0.0,0.0,0.0,0.713974663499604,0.05380383401442921,3
Sparkov,MLP,input_validation,CAPGD,B_posthoc_filter,0.1,0.4415571937657963,0.04071822149939503,0.9275116525393393,0.017034750981847285,0.0,0.0,0.0,0.0,,,1.0,0.0,0.8331173972504139,0.05148007849934468,3
Sparkov,MLP,input_validation,CAPGD,C1_projection,0.1,0.2980201535258605,0.01720501603216944,0.8665107676295668,0.017984699246078043,9.666666666666666,2.0816659994661326,9.666666666666666,2.0816659994661326,1.0,0.0,1.0,0.0,0.7398420067659973,0.059586440705225285,3
Sparkov,MLP,input_validation,CAPGD,C2_mask_projection,0.1,0.3260660193596178,0.01329736362710563,0.883982769465299,0.01739760382000838,7.333333333333333,0.5773502691896257,7.333333333333333,0.5773502691896257,1.0,0.0,1.0,0.0,0.7600050385086016,0.05303250957590132,3
