run_id,notebook,dataset,model,defence,attack,protocol,seed,epsilon,same_model_group_id,model_weight_hash,n_test,clean_pr_auc,robust_pr_auc,clean_roc_auc,robust_roc_auc,clean_accuracy,robust_accuracy,flipped_count,feasible_count,feasible_flipped_count,fsr,aggregate_feasibility,main_failed_constraint,attack_runtime_sec,notes
nb1_capgd_grid__CCFD__MLP__none__s123__e0.01__A_unconstrained,nb1_capgd_grid,CCFD,MLP,none,CAPGD,A_unconstrained,123,0.01,CCFD__MLP__none__s123,fdafb08d6bf217ba,5697,0.5918880947845895,0.5668999082766553,0.8896604938271605,0.9686181434599156,0.9984202211690363,0.9982446901878181,0,5697,0,,1.0,none,0.024,
nb1_capgd_grid__CCFD__MLP__none__s123__e0.01__B_posthoc_filter,nb1_capgd_grid,CCFD,MLP,none,CAPGD,B_posthoc_filter,123,0.01,CCFD__MLP__none__s123,fdafb08d6bf217ba,5697,0.5918880947845895,0.5668999082766553,0.8896604938271605,0.9686181434599156,0.9984202211690363,0.9982446901878181,0,5697,0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__CCFD__MLP__none__s123__e0.05__A_unconstrained,nb1_capgd_grid,CCFD,MLP,none,CAPGD,A_unconstrained,123,0.05,CCFD__MLP__none__s123,fdafb08d6bf217ba,5697,0.5918880947845895,0.5076890214756655,0.8896604938271605,0.9398441162681669,0.9984202211690363,0.9975425662629455,0,5697,0,,1.0,none,0.024,
nb1_capgd_grid__CCFD__MLP__none__s123__e0.05__B_posthoc_filter,nb1_capgd_grid,CCFD,MLP,none,CAPGD,B_posthoc_filter,123,0.05,CCFD__MLP__none__s123,fdafb08d6bf217ba,5697,0.5918880947845895,0.5076890214756655,0.8896604938271605,0.9398441162681669,0.9984202211690363,0.9975425662629455,0,5697,0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__CCFD__MLP__none__s123__e0.1__A_unconstrained,nb1_capgd_grid,CCFD,MLP,none,CAPGD,A_unconstrained,123,0.1,CCFD__MLP__none__s123,fdafb08d6bf217ba,5697,0.5918880947845895,0.4291826370240128,0.8896604938271605,0.9095854821065792,0.9984202211690363,0.9961383184131999,0,5697,0,,1.0,none,0.024,
nb1_capgd_grid__CCFD__MLP__none__s123__e0.1__B_posthoc_filter,nb1_capgd_grid,CCFD,MLP,none,CAPGD,B_posthoc_filter,123,0.1,CCFD__MLP__none__s123,fdafb08d6bf217ba,5697,0.5918880947845895,0.4291826370240128,0.8896604938271605,0.9095854821065792,0.9984202211690363,0.9961383184131999,0,5697,0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__CCFD__MLP__none__s123__e0.15__A_unconstrained,nb1_capgd_grid,CCFD,MLP,none,CAPGD,A_unconstrained,123,0.15,CCFD__MLP__none__s123,fdafb08d6bf217ba,5697,0.5918880947845895,0.3537142549667856,0.8896604938271605,0.8885275042975466,0.9984202211690363,0.9935053536949272,0,5697,0,,1.0,none,0.024,
nb1_capgd_grid__CCFD__MLP__none__s123__e0.15__B_posthoc_filter,nb1_capgd_grid,CCFD,MLP,none,CAPGD,B_posthoc_filter,123,0.15,CCFD__MLP__none__s123,fdafb08d6bf217ba,5697,0.5918880947845895,0.3537142549667856,0.8896604938271605,0.8885275042975466,0.9984202211690363,0.9935053536949272,0,5697,0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__CCFD__MLP__none__s123__e0.2__A_unconstrained,nb1_capgd_grid,CCFD,MLP,none,CAPGD,A_unconstrained,123,0.2,CCFD__MLP__none__s123,fdafb08d6bf217ba,5697,0.5918880947845895,0.2959406570169483,0.8896604938271605,0.8569991404907017,0.9984202211690363,0.9871862383710724,1,5697,1,1.0,1.0,none,0.025,
nb1_capgd_grid__CCFD__MLP__none__s123__e0.2__B_posthoc_filter,nb1_capgd_grid,CCFD,MLP,none,CAPGD,B_posthoc_filter,123,0.2,CCFD__MLP__none__s123,fdafb08d6bf217ba,5697,0.5918880947845895,0.2959406570169483,0.8896604938271605,0.8569991404907017,0.9984202211690363,0.9871862383710724,1,5697,1,1.0,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__CCFD__MLP__none__s456__e0.01__A_unconstrained,nb1_capgd_grid,CCFD,MLP,none,CAPGD,A_unconstrained,456,0.01,CCFD__MLP__none__s456,8b2b93d1f636aed2,5697,0.5571789563619628,0.5501992961343037,0.8582981715893109,0.846323644319425,0.9985957521502545,0.9985957521502545,0,5697,0,,1.0,none,0.024,
nb1_capgd_grid__CCFD__MLP__none__s456__e0.01__B_posthoc_filter,nb1_capgd_grid,CCFD,MLP,none,CAPGD,B_posthoc_filter,456,0.01,CCFD__MLP__none__s456,8b2b93d1f636aed2,5697,0.5571789563619628,0.5501992961343037,0.8582981715893109,0.846323644319425,0.9985957521502545,0.9985957521502545,0,5697,0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__CCFD__MLP__none__s456__e0.05__A_unconstrained,nb1_capgd_grid,CCFD,MLP,none,CAPGD,A_unconstrained,456,0.05,CCFD__MLP__none__s456,8b2b93d1f636aed2,5697,0.5571789563619628,0.5158269777840095,0.8582981715893109,0.7923699015471167,0.9985957521502545,0.9982446901878181,0,5697,0,,1.0,none,0.024,
nb1_capgd_grid__CCFD__MLP__none__s456__e0.05__B_posthoc_filter,nb1_capgd_grid,CCFD,MLP,none,CAPGD,B_posthoc_filter,456,0.05,CCFD__MLP__none__s456,8b2b93d1f636aed2,5697,0.5571789563619628,0.5158269777840095,0.8582981715893109,0.7923699015471167,0.9985957521502545,0.9982446901878181,0,5697,0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__CCFD__MLP__none__s456__e0.1__A_unconstrained,nb1_capgd_grid,CCFD,MLP,none,CAPGD,A_unconstrained,456,0.1,CCFD__MLP__none__s456,8b2b93d1f636aed2,5697,0.5571789563619628,0.46433030552185434,0.8582981715893109,0.7236091576808876,0.9985957521502545,0.9961383184131999,0,5697,0,,1.0,none,0.024,
nb1_capgd_grid__CCFD__MLP__none__s456__e0.1__B_posthoc_filter,nb1_capgd_grid,CCFD,MLP,none,CAPGD,B_posthoc_filter,456,0.1,CCFD__MLP__none__s456,8b2b93d1f636aed2,5697,0.5571789563619628,0.46433030552185434,0.8582981715893109,0.7236091576808876,0.9985957521502545,0.9961383184131999,0,5697,0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__CCFD__MLP__none__s456__e0.15__A_unconstrained,nb1_capgd_grid,CCFD,MLP,none,CAPGD,A_unconstrained,456,0.15,CCFD__MLP__none__s456,8b2b93d1f636aed2,5697,0.5571789563619628,0.40714217307918793,0.8582981715893109,0.6787193311454914,0.9985957521502545,0.9942074776197999,0,5697,0,,1.0,none,0.024,
nb1_capgd_grid__CCFD__MLP__none__s456__e0.15__B_posthoc_filter,nb1_capgd_grid,CCFD,MLP,none,CAPGD,B_posthoc_filter,456,0.15,CCFD__MLP__none__s456,8b2b93d1f636aed2,5697,0.5571789563619628,0.40714217307918793,0.8582981715893109,0.6787193311454914,0.9985957521502545,0.9942074776197999,0,5697,0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__CCFD__MLP__none__s456__e0.2__A_unconstrained,nb1_capgd_grid,CCFD,MLP,none,CAPGD,A_unconstrained,456,0.2,CCFD__MLP__none__s456,8b2b93d1f636aed2,5697,0.5571789563619628,0.35553315663333446,0.8582981715893109,0.6413111423659947,0.9985957521502545,0.9868351764086362,0,5697,0,,1.0,none,0.025,
nb1_capgd_grid__CCFD__MLP__none__s456__e0.2__B_posthoc_filter,nb1_capgd_grid,CCFD,MLP,none,CAPGD,B_posthoc_filter,456,0.2,CCFD__MLP__none__s456,8b2b93d1f636aed2,5697,0.5571789563619628,0.35553315663333446,0.8582981715893109,0.6413111423659947,0.9985957521502545,0.9868351764086362,0,5697,0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__CCFD__MLP__adversarial_training__s42__e0.1__A_unconstrained,nb1_capgd_grid,CCFD,MLP,adversarial_training,CAPGD,A_unconstrained,42,0.1,CCFD__MLP__adversarial_training__s42,6010493a1de2b4d8,5697,0.8393738977072311,0.8393738977072311,0.999863259884357,0.9998632598843569,0.9994734070563455,0.9978936282253817,0,5697,0,,1.0,none,0.024,
nb1_capgd_grid__CCFD__MLP__adversarial_training__s42__e0.1__B_posthoc_filter,nb1_capgd_grid,CCFD,MLP,adversarial_training,CAPGD,B_posthoc_filter,42,0.1,CCFD__MLP__adversarial_training__s42,6010493a1de2b4d8,5697,0.8393738977072311,0.8393738977072311,0.999863259884357,0.9998632598843569,0.9994734070563455,0.9978936282253817,0,5697,0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__CCFD__MLP__adversarial_training__s123__e0.1__A_unconstrained,nb1_capgd_grid,CCFD,MLP,adversarial_training,CAPGD,A_unconstrained,123,0.1,CCFD__MLP__adversarial_training__s123,39239030bf4468ed,5697,0.5745149911816578,0.4405063554090319,0.8890549304578841,0.8912037037037036,0.9987712831314727,0.9968404423380727,0,5697,0,,1.0,none,0.024,
nb1_capgd_grid__CCFD__MLP__adversarial_training__s123__e0.1__B_posthoc_filter,nb1_capgd_grid,CCFD,MLP,adversarial_training,CAPGD,B_posthoc_filter,123,0.1,CCFD__MLP__adversarial_training__s123,39239030bf4468ed,5697,0.5745149911816578,0.4405063554090319,0.8890549304578841,0.8912037037037036,0.9987712831314727,0.9968404423380727,0,5697,0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__CCFD__MLP__adversarial_training__s456__e0.1__A_unconstrained,nb1_capgd_grid,CCFD,MLP,adversarial_training,CAPGD,A_unconstrained,456,0.1,CCFD__MLP__adversarial_training__s456,830aee6adf5ce7bf,5697,0.5793664798792229,0.45853822338406314,0.8455618065322706,0.7516213470854821,0.9989468141126909,0.9980691592066,0,5697,0,,1.0,none,0.024,
nb1_capgd_grid__CCFD__MLP__adversarial_training__s456__e0.1__B_posthoc_filter,nb1_capgd_grid,CCFD,MLP,adversarial_training,CAPGD,B_posthoc_filter,456,0.1,CCFD__MLP__adversarial_training__s456,830aee6adf5ce7bf,5697,0.5793664798792229,0.45853822338406314,0.8455618065322706,0.7516213470854821,0.9989468141126909,0.9980691592066,0,5697,0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__CCFD__MLP__input_validation__s42__e0.1__A_unconstrained,nb1_capgd_grid,CCFD,MLP,input_validation,CAPGD,A_unconstrained,42,0.1,CCFD__MLP__input_validation__s42,e3dd8b326652aa95,5697,0.8901234567901235,0.8901234567901235,0.9999023284888264,0.9999023284888264,0.9989468141126909,0.9961383184131999,0,5697,0,,1.0,none,0.025,
nb1_capgd_grid__CCFD__MLP__input_validation__s42__e0.1__B_posthoc_filter,nb1_capgd_grid,CCFD,MLP,input_validation,CAPGD,B_posthoc_filter,42,0.1,CCFD__MLP__input_validation__s42,e3dd8b326652aa95,5697,0.8901234567901235,0.8901234567901235,0.9999023284888264,0.9999023284888264,0.9989468141126909,0.9961383184131999,0,5697,0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__CCFD__MLP__input_validation__s123__e0.1__A_unconstrained,nb1_capgd_grid,CCFD,MLP,input_validation,CAPGD,A_unconstrained,123,0.1,CCFD__MLP__input_validation__s123,fdafb08d6bf217ba,5697,0.693946793946794,0.5320650953984286,0.9993162994217846,0.9948038756055633,0.9989468141126909,0.9964893803756363,2,5697,2,1.0,1.0,none,0.024,
nb1_capgd_grid__CCFD__MLP__input_validation__s123__e0.1__B_posthoc_filter,nb1_capgd_grid,CCFD,MLP,input_validation,CAPGD,B_posthoc_filter,123,0.1,CCFD__MLP__input_validation__s123,fdafb08d6bf217ba,5697,0.693946793946794,0.5320650953984286,0.9993162994217846,0.9948038756055633,0.9989468141126909,0.9964893803756363,2,5697,2,1.0,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__CCFD__MLP__input_validation__s456__e0.1__A_unconstrained,nb1_capgd_grid,CCFD,MLP,input_validation,CAPGD,A_unconstrained,456,0.1,CCFD__MLP__input_validation__s456,8b2b93d1f636aed2,5697,0.4970548102343437,0.2932769725821647,0.8572042506641662,0.7103649007657447,0.9982446901878181,0.9954361944883272,0,5697,0,,1.0,none,0.025,
nb1_capgd_grid__CCFD__MLP__input_validation__s456__e0.1__B_posthoc_filter,nb1_capgd_grid,CCFD,MLP,input_validation,CAPGD,B_posthoc_filter,456,0.1,CCFD__MLP__input_validation__s456,8b2b93d1f636aed2,5697,0.4970548102343437,0.2932769725821647,0.8572042506641662,0.7103649007657447,0.9982446901878181,0.9954361944883272,0,5697,0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.01__A_unconstrained,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,A_unconstrained,42,0.01,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.44925092413208306,0.2763769504274163,0.8358318640377616,0.6236998450737575,0.8806197612395225,0.8139022944712556,79,4354,0,0.0,0.36863940394547456,i_d_nonneg,0.217,
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.01__C1_projection,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,C1_projection,42,0.01,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.44925092413208306,0.2804969883981539,0.8358318640377616,0.6321791751332353,0.8806197612395225,0.8164422995512658,75,7158,16,0.21333333333333335,0.6060452120904242,i_d_nonneg,0.264,
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.01__C2_mask_projection,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,C2_mask_projection,42,0.01,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.44925092413208306,0.4469398280094598,0.8358318640377616,0.8340226226437,0.8806197612395225,0.8792650918635171,0,11811,0,,1.0,none,0.37,
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.01__B_posthoc_filter,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,B_posthoc_filter,42,0.01,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.44925092413208306,0.4329061551914392,0.8358318640377616,0.8219573721879306,0.8806197612395225,0.8606383879434426,0,8454,0,,0.7157734315468631,i_product_ohe,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.05__A_unconstrained,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,A_unconstrained,42,0.05,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.44925092413208306,0.11858090617280606,0.8358318640377616,0.18213872702478778,0.8806197612395225,0.41088815510964355,195,0,0,0.0,0.0,i_product_ohe,0.211,
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.05__C1_projection,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,C1_projection,42,0.05,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.44925092413208306,0.12404410344320252,0.8358318640377616,0.1914701930315233,0.8806197612395225,0.42604351875370416,193,5341,21,0.10880829015544041,0.45220557107780884,i_d_nonneg,0.216,
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.05__C2_mask_projection,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,C2_mask_projection,42,0.05,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.44925092413208306,0.4361130418117016,0.8358318640377616,0.8268611851711908,0.8806197612395225,0.8740157480314961,2,11811,2,1.0,1.0,none,0.368,
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.05__B_posthoc_filter,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,B_posthoc_filter,42,0.05,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.44925092413208306,0.44925092413208306,0.8358318640377616,0.8358318640377616,0.8806197612395225,0.8806197612395225,0,11811,0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.1__A_unconstrained,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,A_unconstrained,42,0.1,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.44925092413208306,0.06273070115461807,0.8358318640377616,0.0996491376271858,0.8806197612395225,0.11548556430446194,224,0,0,0.0,0.0,i_product_ohe,0.212,
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.1__C1_projection,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,C1_projection,42,0.1,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.44925092413208306,0.07322492954906756,0.8358318640377616,0.10740470870911858,0.8806197612395225,0.1271695876725087,220,4338,34,0.15454545454545454,0.36728473456946914,i_d_nonneg,0.216,
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.1__C2_mask_projection,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,C2_mask_projection,42,0.1,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.44925092413208306,0.42590431280521013,0.8358318640377616,0.8179190114016225,0.8806197612395225,0.8674117348234697,3,11811,3,1.0,1.0,none,0.369,
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.1__B_posthoc_filter,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,B_posthoc_filter,42,0.1,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.44925092413208306,0.44925092413208306,0.8358318640377616,0.8358318640377616,0.8806197612395225,0.8806197612395225,0,11811,0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.15__A_unconstrained,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,A_unconstrained,42,0.15,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.44925092413208306,0.02592951572106847,0.8358318640377616,0.0872952990725648,0.8806197612395225,0.03293539920413174,229,0,0,0.0,0.0,i_card4_ohe,0.21,
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.15__C1_projection,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,C1_projection,42,0.15,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.44925092413208306,0.028849332581368493,0.8358318640377616,0.09001014947906413,0.8806197612395225,0.038862077724155446,228,3825,32,0.14035087719298245,0.3238506477012954,i_d_nonneg,0.215,
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.15__C2_mask_projection,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,C2_mask_projection,42,0.15,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.44925092413208306,0.41630662760853226,0.8358318640377616,0.8089974362058009,0.8806197612395225,0.8604690542714418,6,11811,6,1.0,1.0,none,0.365,
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.15__B_posthoc_filter,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,B_posthoc_filter,42,0.15,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.44925092413208306,0.44925092413208306,0.8358318640377616,0.8358318640377616,0.8806197612395225,0.8806197612395225,0,11811,0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.2__A_unconstrained,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,A_unconstrained,42,0.2,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.44925092413208306,0.029841260720790835,0.8358318640377616,0.06580141560056911,0.8806197612395225,0.015578697824062316,234,0,0,0.0,0.0,i_card4_ohe,0.211,
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.2__C1_projection,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,C1_projection,42,0.2,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.44925092413208306,0.02826205651812382,0.8358318640377616,0.06887798944603986,0.8806197612395225,0.016848700364067395,234,3467,32,0.13675213675213677,0.29353992041317417,i_d_nonneg,0.217,
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.2__C2_mask_projection,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,C2_mask_projection,42,0.2,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.44925092413208306,0.4070649644373832,0.8358318640377616,0.8000687867523291,0.8806197612395225,0.8542883752434172,10,11811,10,1.0,1.0,none,0.373,
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.2__B_posthoc_filter,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,B_posthoc_filter,42,0.2,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.44925092413208306,0.44925092413208306,0.8358318640377616,0.8358318640377616,0.8806197612395225,0.8806197612395225,0,11811,0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__IEEE-CIS__MLP__none__s123__e0.01__A_unconstrained,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,A_unconstrained,123,0.01,IEEE-CIS__MLP__none__s123,f9a503fc4c8ba05a,11811,0.45395224299008874,0.30719129372182424,0.7997478443280475,0.6102555305089845,0.9163491660316654,0.8659723986114639,60,7533,0,0.0,0.6377952755905512,i_product_ohe,0.214,
nb1_capgd_grid__IEEE-CIS__MLP__none__s123__e0.01__C1_projection,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,C1_projection,123,0.01,IEEE-CIS__MLP__none__s123,f9a503fc4c8ba05a,11811,0.45395224299008874,0.31098284221081035,0.7997478443280475,0.6165290446131817,0.9163491660316654,0.8676657353314706,57,10046,47,0.8245614035087719,0.8505630344594023,i_d_nonneg,0.218,
nb1_capgd_grid__IEEE-CIS__MLP__none__s123__e0.01__C2_mask_projection,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,C2_mask_projection,123,0.01,IEEE-CIS__MLP__none__s123,f9a503fc4c8ba05a,11811,0.45395224299008874,0.45206406692097645,0.7997478443280475,0.7979809444466869,0.9163491660316654,0.9150791634916603,0,11809,0,,0.9998306663279993,i_card6_ohe,0.37,
nb1_capgd_grid__IEEE-CIS__MLP__none__s123__e0.01__B_posthoc_filter,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,B_posthoc_filter,123,0.01,IEEE-CIS__MLP__none__s123,f9a503fc4c8ba05a,11811,0.45395224299008874,0.42308104364844235,0.7997478443280475,0.7747406556338764,0.9163491660316654,0.8851071035475404,0,8088,0,,0.6847853695707391,i_product_ohe,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__IEEE-CIS__MLP__none__s123__e0.05__A_unconstrained,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,A_unconstrained,123,0.05,IEEE-CIS__MLP__none__s123,f9a503fc4c8ba05a,11811,0.45395224299008874,0.12281628230505741,0.7997478443280475,0.21142063993734705,0.9163491660316654,0.501481669630006,156,1,0,0.0,8.466683600033866e-05,i_product_ohe,0.213,
