run_id,notebook,dataset,model,defence,attack,protocol,seed,epsilon,same_model_group_id,model_weight_hash,n_test,clean_pr_auc,robust_pr_auc,clean_roc_auc,robust_roc_auc,clean_accuracy,robust_accuracy,flipped_count,feasible_count,feasible_flipped_count,fsr,aggregate_feasibility,main_failed_constraint,attack_runtime_sec,notes
nb1_capgd_grid__CCFD__MLP__none__s123__e0.01__A_unconstrained,nb1_capgd_grid,CCFD,MLP,none,CAPGD,A_unconstrained,123,0.01,CCFD__MLP__none__s123,fdafb08d6bf217ba,5697,0.5918880947845895,0.5668999082766553,0.8896604938271605,0.9686181434599156,0.9984202211690364,0.998244690187818,0.0,5697.0,0.0,,1.0,none,0.024,
nb1_capgd_grid__CCFD__MLP__none__s123__e0.01__B_posthoc_filter,nb1_capgd_grid,CCFD,MLP,none,CAPGD,B_posthoc_filter,123,0.01,CCFD__MLP__none__s123,fdafb08d6bf217ba,5697,0.5918880947845895,0.5668999082766553,0.8896604938271605,0.9686181434599156,0.9984202211690364,0.998244690187818,0.0,5697.0,0.0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__CCFD__MLP__none__s123__e0.05__A_unconstrained,nb1_capgd_grid,CCFD,MLP,none,CAPGD,A_unconstrained,123,0.05,CCFD__MLP__none__s123,fdafb08d6bf217ba,5697,0.5918880947845895,0.5076890214756655,0.8896604938271605,0.9398441162681668,0.9984202211690364,0.9975425662629456,0.0,5697.0,0.0,,1.0,none,0.024,
nb1_capgd_grid__CCFD__MLP__none__s123__e0.05__B_posthoc_filter,nb1_capgd_grid,CCFD,MLP,none,CAPGD,B_posthoc_filter,123,0.05,CCFD__MLP__none__s123,fdafb08d6bf217ba,5697,0.5918880947845895,0.5076890214756655,0.8896604938271605,0.9398441162681668,0.9984202211690364,0.9975425662629456,0.0,5697.0,0.0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__CCFD__MLP__none__s123__e0.1__A_unconstrained,nb1_capgd_grid,CCFD,MLP,none,CAPGD,A_unconstrained,123,0.1,CCFD__MLP__none__s123,fdafb08d6bf217ba,5697,0.5918880947845895,0.4291826370240128,0.8896604938271605,0.9095854821065792,0.9984202211690364,0.9961383184132,0.0,5697.0,0.0,,1.0,none,0.024,
nb1_capgd_grid__CCFD__MLP__none__s123__e0.1__B_posthoc_filter,nb1_capgd_grid,CCFD,MLP,none,CAPGD,B_posthoc_filter,123,0.1,CCFD__MLP__none__s123,fdafb08d6bf217ba,5697,0.5918880947845895,0.4291826370240128,0.8896604938271605,0.9095854821065792,0.9984202211690364,0.9961383184132,0.0,5697.0,0.0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__CCFD__MLP__none__s123__e0.15__A_unconstrained,nb1_capgd_grid,CCFD,MLP,none,CAPGD,A_unconstrained,123,0.15,CCFD__MLP__none__s123,fdafb08d6bf217ba,5697,0.5918880947845895,0.3537142549667856,0.8896604938271605,0.8885275042975466,0.9984202211690364,0.9935053536949272,0.0,5697.0,0.0,,1.0,none,0.024,
nb1_capgd_grid__CCFD__MLP__none__s123__e0.15__B_posthoc_filter,nb1_capgd_grid,CCFD,MLP,none,CAPGD,B_posthoc_filter,123,0.15,CCFD__MLP__none__s123,fdafb08d6bf217ba,5697,0.5918880947845895,0.3537142549667856,0.8896604938271605,0.8885275042975466,0.9984202211690364,0.9935053536949272,0.0,5697.0,0.0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__CCFD__MLP__none__s123__e0.2__A_unconstrained,nb1_capgd_grid,CCFD,MLP,none,CAPGD,A_unconstrained,123,0.2,CCFD__MLP__none__s123,fdafb08d6bf217ba,5697,0.5918880947845895,0.2959406570169483,0.8896604938271605,0.8569991404907017,0.9984202211690364,0.9871862383710724,1.0,5697.0,1.0,1.0,1.0,none,0.025,
nb1_capgd_grid__CCFD__MLP__none__s123__e0.2__B_posthoc_filter,nb1_capgd_grid,CCFD,MLP,none,CAPGD,B_posthoc_filter,123,0.2,CCFD__MLP__none__s123,fdafb08d6bf217ba,5697,0.5918880947845895,0.2959406570169483,0.8896604938271605,0.8569991404907017,0.9984202211690364,0.9871862383710724,1.0,5697.0,1.0,1.0,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__CCFD__MLP__none__s456__e0.01__A_unconstrained,nb1_capgd_grid,CCFD,MLP,none,CAPGD,A_unconstrained,456,0.01,CCFD__MLP__none__s456,8b2b93d1f636aed2,5697,0.5571789563619628,0.5501992961343037,0.8582981715893109,0.846323644319425,0.9985957521502544,0.9985957521502544,0.0,5697.0,0.0,,1.0,none,0.024,
nb1_capgd_grid__CCFD__MLP__none__s456__e0.01__B_posthoc_filter,nb1_capgd_grid,CCFD,MLP,none,CAPGD,B_posthoc_filter,456,0.01,CCFD__MLP__none__s456,8b2b93d1f636aed2,5697,0.5571789563619628,0.5501992961343037,0.8582981715893109,0.846323644319425,0.9985957521502544,0.9985957521502544,0.0,5697.0,0.0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__CCFD__MLP__none__s456__e0.05__A_unconstrained,nb1_capgd_grid,CCFD,MLP,none,CAPGD,A_unconstrained,456,0.05,CCFD__MLP__none__s456,8b2b93d1f636aed2,5697,0.5571789563619628,0.5158269777840095,0.8582981715893109,0.7923699015471167,0.9985957521502544,0.998244690187818,0.0,5697.0,0.0,,1.0,none,0.024,
nb1_capgd_grid__CCFD__MLP__none__s456__e0.05__B_posthoc_filter,nb1_capgd_grid,CCFD,MLP,none,CAPGD,B_posthoc_filter,456,0.05,CCFD__MLP__none__s456,8b2b93d1f636aed2,5697,0.5571789563619628,0.5158269777840095,0.8582981715893109,0.7923699015471167,0.9985957521502544,0.998244690187818,0.0,5697.0,0.0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__CCFD__MLP__none__s456__e0.1__A_unconstrained,nb1_capgd_grid,CCFD,MLP,none,CAPGD,A_unconstrained,456,0.1,CCFD__MLP__none__s456,8b2b93d1f636aed2,5697,0.5571789563619628,0.4643303055218543,0.8582981715893109,0.7236091576808876,0.9985957521502544,0.9961383184132,0.0,5697.0,0.0,,1.0,none,0.024,
nb1_capgd_grid__CCFD__MLP__none__s456__e0.1__B_posthoc_filter,nb1_capgd_grid,CCFD,MLP,none,CAPGD,B_posthoc_filter,456,0.1,CCFD__MLP__none__s456,8b2b93d1f636aed2,5697,0.5571789563619628,0.4643303055218543,0.8582981715893109,0.7236091576808876,0.9985957521502544,0.9961383184132,0.0,5697.0,0.0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__CCFD__MLP__none__s456__e0.15__A_unconstrained,nb1_capgd_grid,CCFD,MLP,none,CAPGD,A_unconstrained,456,0.15,CCFD__MLP__none__s456,8b2b93d1f636aed2,5697,0.5571789563619628,0.4071421730791879,0.8582981715893109,0.6787193311454914,0.9985957521502544,0.9942074776198,0.0,5697.0,0.0,,1.0,none,0.024,
nb1_capgd_grid__CCFD__MLP__none__s456__e0.15__B_posthoc_filter,nb1_capgd_grid,CCFD,MLP,none,CAPGD,B_posthoc_filter,456,0.15,CCFD__MLP__none__s456,8b2b93d1f636aed2,5697,0.5571789563619628,0.4071421730791879,0.8582981715893109,0.6787193311454914,0.9985957521502544,0.9942074776198,0.0,5697.0,0.0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__CCFD__MLP__none__s456__e0.2__A_unconstrained,nb1_capgd_grid,CCFD,MLP,none,CAPGD,A_unconstrained,456,0.2,CCFD__MLP__none__s456,8b2b93d1f636aed2,5697,0.5571789563619628,0.3555331566333344,0.8582981715893109,0.6413111423659947,0.9985957521502544,0.9868351764086362,0.0,5697.0,0.0,,1.0,none,0.025,
nb1_capgd_grid__CCFD__MLP__none__s456__e0.2__B_posthoc_filter,nb1_capgd_grid,CCFD,MLP,none,CAPGD,B_posthoc_filter,456,0.2,CCFD__MLP__none__s456,8b2b93d1f636aed2,5697,0.5571789563619628,0.3555331566333344,0.8582981715893109,0.6413111423659947,0.9985957521502544,0.9868351764086362,0.0,5697.0,0.0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__CCFD__MLP__adversarial_training__s42__e0.1__A_unconstrained,nb1_capgd_grid,CCFD,MLP,adversarial_training,CAPGD,A_unconstrained,42,0.1,CCFD__MLP__adversarial_training__s42,6010493a1de2b4d8,5697,0.8393738977072311,0.8393738977072311,0.999863259884357,0.9998632598843568,0.9994734070563456,0.9978936282253816,0.0,5697.0,0.0,,1.0,none,0.024,
nb1_capgd_grid__CCFD__MLP__adversarial_training__s42__e0.1__B_posthoc_filter,nb1_capgd_grid,CCFD,MLP,adversarial_training,CAPGD,B_posthoc_filter,42,0.1,CCFD__MLP__adversarial_training__s42,6010493a1de2b4d8,5697,0.8393738977072311,0.8393738977072311,0.999863259884357,0.9998632598843568,0.9994734070563456,0.9978936282253816,0.0,5697.0,0.0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__CCFD__MLP__adversarial_training__s123__e0.1__A_unconstrained,nb1_capgd_grid,CCFD,MLP,adversarial_training,CAPGD,A_unconstrained,123,0.1,CCFD__MLP__adversarial_training__s123,39239030bf4468ed,5697,0.5745149911816578,0.4405063554090319,0.8890549304578841,0.8912037037037036,0.9987712831314728,0.9968404423380728,0.0,5697.0,0.0,,1.0,none,0.024,
nb1_capgd_grid__CCFD__MLP__adversarial_training__s123__e0.1__B_posthoc_filter,nb1_capgd_grid,CCFD,MLP,adversarial_training,CAPGD,B_posthoc_filter,123,0.1,CCFD__MLP__adversarial_training__s123,39239030bf4468ed,5697,0.5745149911816578,0.4405063554090319,0.8890549304578841,0.8912037037037036,0.9987712831314728,0.9968404423380728,0.0,5697.0,0.0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__CCFD__MLP__adversarial_training__s456__e0.1__A_unconstrained,nb1_capgd_grid,CCFD,MLP,adversarial_training,CAPGD,A_unconstrained,456,0.1,CCFD__MLP__adversarial_training__s456,830aee6adf5ce7bf,5697,0.5793664798792229,0.4585382233840631,0.8455618065322706,0.7516213470854821,0.9989468141126908,0.9980691592066,0.0,5697.0,0.0,,1.0,none,0.024,
nb1_capgd_grid__CCFD__MLP__adversarial_training__s456__e0.1__B_posthoc_filter,nb1_capgd_grid,CCFD,MLP,adversarial_training,CAPGD,B_posthoc_filter,456,0.1,CCFD__MLP__adversarial_training__s456,830aee6adf5ce7bf,5697,0.5793664798792229,0.4585382233840631,0.8455618065322706,0.7516213470854821,0.9989468141126908,0.9980691592066,0.0,5697.0,0.0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__CCFD__MLP__input_validation__s42__e0.1__A_unconstrained,nb1_capgd_grid,CCFD,MLP,input_validation,CAPGD,A_unconstrained,42,0.1,CCFD__MLP__input_validation__s42,e3dd8b326652aa95,5697,0.8901234567901235,0.8901234567901235,0.9999023284888264,0.9999023284888264,0.9989468141126908,0.9961383184132,0.0,5697.0,0.0,,1.0,none,0.025,
nb1_capgd_grid__CCFD__MLP__input_validation__s42__e0.1__B_posthoc_filter,nb1_capgd_grid,CCFD,MLP,input_validation,CAPGD,B_posthoc_filter,42,0.1,CCFD__MLP__input_validation__s42,e3dd8b326652aa95,5697,0.8901234567901235,0.8901234567901235,0.9999023284888264,0.9999023284888264,0.9989468141126908,0.9961383184132,0.0,5697.0,0.0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__CCFD__MLP__input_validation__s123__e0.1__A_unconstrained,nb1_capgd_grid,CCFD,MLP,input_validation,CAPGD,A_unconstrained,123,0.1,CCFD__MLP__input_validation__s123,fdafb08d6bf217ba,5697,0.693946793946794,0.5320650953984286,0.9993162994217846,0.9948038756055632,0.9989468141126908,0.9964893803756364,2.0,5697.0,2.0,1.0,1.0,none,0.024,
nb1_capgd_grid__CCFD__MLP__input_validation__s123__e0.1__B_posthoc_filter,nb1_capgd_grid,CCFD,MLP,input_validation,CAPGD,B_posthoc_filter,123,0.1,CCFD__MLP__input_validation__s123,fdafb08d6bf217ba,5697,0.693946793946794,0.5320650953984286,0.9993162994217846,0.9948038756055632,0.9989468141126908,0.9964893803756364,2.0,5697.0,2.0,1.0,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__CCFD__MLP__input_validation__s456__e0.1__A_unconstrained,nb1_capgd_grid,CCFD,MLP,input_validation,CAPGD,A_unconstrained,456,0.1,CCFD__MLP__input_validation__s456,8b2b93d1f636aed2,5697,0.4970548102343437,0.2932769725821647,0.8572042506641662,0.7103649007657447,0.998244690187818,0.9954361944883272,0.0,5697.0,0.0,,1.0,none,0.025,
nb1_capgd_grid__CCFD__MLP__input_validation__s456__e0.1__B_posthoc_filter,nb1_capgd_grid,CCFD,MLP,input_validation,CAPGD,B_posthoc_filter,456,0.1,CCFD__MLP__input_validation__s456,8b2b93d1f636aed2,5697,0.4970548102343437,0.2932769725821647,0.8572042506641662,0.7103649007657447,0.998244690187818,0.9954361944883272,0.0,5697.0,0.0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.01__A_unconstrained,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,A_unconstrained,42,0.01,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.449250924132083,0.2763769504274163,0.8358318640377616,0.6236998450737575,0.8806197612395225,0.8139022944712556,79.0,4354.0,0.0,0.0,0.3686394039454745,i_d_nonneg,0.217,
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.01__C1_projection,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,C1_projection,42,0.01,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.449250924132083,0.2804969883981539,0.8358318640377616,0.6321791751332353,0.8806197612395225,0.8164422995512658,75.0,7158.0,16.0,0.2133333333333333,0.6060452120904242,i_d_nonneg,0.264,
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.01__C2_mask_projection,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,C2_mask_projection,42,0.01,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.449250924132083,0.4469398280094598,0.8358318640377616,0.8340226226437,0.8806197612395225,0.8792650918635171,0.0,11811.0,0.0,,1.0,none,0.37,
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.01__B_posthoc_filter,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,B_posthoc_filter,42,0.01,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.449250924132083,0.4329061551914392,0.8358318640377616,0.8219573721879306,0.8806197612395225,0.8606383879434426,0.0,8454.0,0.0,,0.7157734315468631,i_product_ohe,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.05__A_unconstrained,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,A_unconstrained,42,0.05,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.449250924132083,0.118580906172806,0.8358318640377616,0.1821387270247877,0.8806197612395225,0.4108881551096435,195.0,0.0,0.0,0.0,0.0,i_product_ohe,0.211,
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.05__C1_projection,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,C1_projection,42,0.05,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.449250924132083,0.1240441034432025,0.8358318640377616,0.1914701930315233,0.8806197612395225,0.4260435187537041,193.0,5341.0,21.0,0.1088082901554404,0.4522055710778088,i_d_nonneg,0.216,
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.05__C2_mask_projection,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,C2_mask_projection,42,0.05,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.449250924132083,0.4361130418117016,0.8358318640377616,0.8268611851711908,0.8806197612395225,0.8740157480314961,2.0,11811.0,2.0,1.0,1.0,none,0.368,
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.05__B_posthoc_filter,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,B_posthoc_filter,42,0.05,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.449250924132083,0.449250924132083,0.8358318640377616,0.8358318640377616,0.8806197612395225,0.8806197612395225,0.0,11811.0,0.0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.1__A_unconstrained,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,A_unconstrained,42,0.1,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.449250924132083,0.062730701154618,0.8358318640377616,0.0996491376271858,0.8806197612395225,0.1154855643044619,224.0,0.0,0.0,0.0,0.0,i_product_ohe,0.212,
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.1__C1_projection,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,C1_projection,42,0.1,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.449250924132083,0.0732249295490675,0.8358318640377616,0.1074047087091185,0.8806197612395225,0.1271695876725087,220.0,4338.0,34.0,0.1545454545454545,0.3672847345694691,i_d_nonneg,0.216,
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.1__C2_mask_projection,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,C2_mask_projection,42,0.1,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.449250924132083,0.4259043128052101,0.8358318640377616,0.8179190114016225,0.8806197612395225,0.8674117348234697,3.0,11811.0,3.0,1.0,1.0,none,0.369,
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.1__B_posthoc_filter,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,B_posthoc_filter,42,0.1,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.449250924132083,0.449250924132083,0.8358318640377616,0.8358318640377616,0.8806197612395225,0.8806197612395225,0.0,11811.0,0.0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.15__A_unconstrained,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,A_unconstrained,42,0.15,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.449250924132083,0.0259295157210684,0.8358318640377616,0.0872952990725648,0.8806197612395225,0.0329353992041317,229.0,0.0,0.0,0.0,0.0,i_card4_ohe,0.21,
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.15__C1_projection,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,C1_projection,42,0.15,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.449250924132083,0.0288493325813684,0.8358318640377616,0.0900101494790641,0.8806197612395225,0.0388620777241554,228.0,3825.0,32.0,0.1403508771929824,0.3238506477012954,i_d_nonneg,0.215,
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.15__C2_mask_projection,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,C2_mask_projection,42,0.15,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.449250924132083,0.4163066276085322,0.8358318640377616,0.8089974362058009,0.8806197612395225,0.8604690542714418,6.0,11811.0,6.0,1.0,1.0,none,0.365,
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.15__B_posthoc_filter,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,B_posthoc_filter,42,0.15,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.449250924132083,0.449250924132083,0.8358318640377616,0.8358318640377616,0.8806197612395225,0.8806197612395225,0.0,11811.0,0.0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.2__A_unconstrained,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,A_unconstrained,42,0.2,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.449250924132083,0.0298412607207908,0.8358318640377616,0.0658014156005691,0.8806197612395225,0.0155786978240623,234.0,0.0,0.0,0.0,0.0,i_card4_ohe,0.211,
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.2__C1_projection,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,C1_projection,42,0.2,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.449250924132083,0.0282620565181238,0.8358318640377616,0.0688779894460398,0.8806197612395225,0.0168487003640673,234.0,3467.0,32.0,0.1367521367521367,0.2935399204131741,i_d_nonneg,0.217,
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.2__C2_mask_projection,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,C2_mask_projection,42,0.2,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.449250924132083,0.4070649644373832,0.8358318640377616,0.8000687867523291,0.8806197612395225,0.8542883752434172,10.0,11811.0,10.0,1.0,1.0,none,0.373,
nb1_capgd_grid__IEEE-CIS__MLP__none__s42__e0.2__B_posthoc_filter,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,B_posthoc_filter,42,0.2,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.449250924132083,0.449250924132083,0.8358318640377616,0.8358318640377616,0.8806197612395225,0.8806197612395225,0.0,11811.0,0.0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb1_capgd_grid__IEEE-CIS__MLP__none__s123__e0.01__A_unconstrained,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,A_unconstrained,123,0.01,IEEE-CIS__MLP__none__s123,f9a503fc4c8ba05a,11811,0.4539522429900887,0.3071912937218242,0.7997478443280475,0.6102555305089845,0.9163491660316654,0.8659723986114639,60.0,7533.0,0.0,0.0,0.6377952755905512,i_product_ohe,0.214,
nb1_capgd_grid__IEEE-CIS__MLP__none__s123__e0.01__C1_projection,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,C1_projection,123,0.01,IEEE-CIS__MLP__none__s123,f9a503fc4c8ba05a,11811,0.4539522429900887,0.3109828422108103,0.7997478443280475,0.6165290446131817,0.9163491660316654,0.8676657353314706,57.0,10046.0,47.0,0.8245614035087719,0.8505630344594023,i_d_nonneg,0.218,
nb1_capgd_grid__IEEE-CIS__MLP__none__s123__e0.01__C2_mask_projection,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,C2_mask_projection,123,0.01,IEEE-CIS__MLP__none__s123,f9a503fc4c8ba05a,11811,0.4539522429900887,0.4520640669209764,0.7997478443280475,0.7979809444466869,0.9163491660316654,0.9150791634916604,0.0,11809.0,0.0,,0.9998306663279992,i_card6_ohe,0.37,
nb1_capgd_grid__IEEE-CIS__MLP__none__s123__e0.01__B_posthoc_filter,nb1_capgd_grid,IEEE-CIS,MLP,none,CAPGD,B_posthoc_filter,123,0.01,IEEE-CIS__MLP__none__s123,f9a503fc4c8ba05a,11811,0.4539522429900887,0.4230810436484423,0.7997478443280475,0.7747406556338764,0.9163491660316654,0.8851071035475404,0.0,8088.0,0.0,,0.6847853695707391,i_product_ohe,0.0,derived from A_unconstrained (post-hoc feasibility filter)
