run_id,notebook,dataset,model,defence,attack,protocol,seed,epsilon,same_model_group_id,model_weight_hash,n_test,clean_pr_auc,robust_pr_auc,clean_roc_auc,robust_roc_auc,clean_accuracy,robust_accuracy,flipped_count,feasible_count,feasible_flipped_count,fsr,aggregate_feasibility,main_failed_constraint,attack_runtime_sec,notes
nb2_square_family__CCFD__Ensemble__none__s42__e0.1__A_unconstrained,nb2_square_family,CCFD,Ensemble,none,Square,A_unconstrained,42,0.1,CCFD__Ensemble__none__s42,8348544f85b6bbd3,5697,1.0,0.9765432098765432,1.0,0.9999609313955306,0.9987712831314727,0.9978936282253817,0,5697,0,,1.0,none,53.094,
nb2_square_family__CCFD__Ensemble__none__s42__e0.1__B_posthoc_filter,nb2_square_family,CCFD,Ensemble,none,Square,B_posthoc_filter,42,0.1,CCFD__Ensemble__none__s42,8348544f85b6bbd3,5697,1.0,0.9765432098765432,1.0,0.9999609313955306,0.9987712831314727,0.9978936282253817,0,5697,0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb2_square_family__CCFD__Ensemble__none__s123__e0.1__A_unconstrained,nb2_square_family,CCFD,Ensemble,none,Square,A_unconstrained,123,0.1,CCFD__Ensemble__none__s123,aa6bfd5fc7bf593b,5697,0.814167314167314,0.7017666311144573,0.9995116424441318,0.9988084075636818,0.9987712831314727,0.9970159733192908,0,5697,0,,1.0,none,52.819,
nb2_square_family__CCFD__Ensemble__none__s123__e0.1__B_posthoc_filter,nb2_square_family,CCFD,Ensemble,none,Square,B_posthoc_filter,123,0.1,CCFD__Ensemble__none__s123,aa6bfd5fc7bf593b,5697,0.814167314167314,0.7017666311144573,0.9995116424441318,0.9988084075636818,0.9987712831314727,0.9970159733192908,0,5697,0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb2_square_family__CCFD__Ensemble__none__s456__e0.1__A_unconstrained,nb2_square_family,CCFD,Ensemble,none,Square,A_unconstrained,456,0.1,CCFD__Ensemble__none__s456,f5b2b968713ca699,5697,0.5624067477455896,0.5049444316865545,0.9487615252383185,0.8967416783872479,0.9987712831314727,0.9978936282253817,2,5697,2,1.0,1.0,none,53.553,
nb2_square_family__CCFD__Ensemble__none__s456__e0.1__B_posthoc_filter,nb2_square_family,CCFD,Ensemble,none,Square,B_posthoc_filter,456,0.1,CCFD__Ensemble__none__s456,f5b2b968713ca699,5697,0.5624067477455896,0.5049444316865545,0.9487615252383185,0.8967416783872479,0.9987712831314727,0.9978936282253817,2,5697,2,1.0,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb2_square_family__IEEE-CIS__MLP__none__s42__e0.1__A_unconstrained,nb2_square_family,IEEE-CIS,MLP,none,Square,A_unconstrained,42,0.1,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.44925092413208306,0.12751667932359612,0.8358318640377616,0.4190677876174691,0.8806197612395225,0.7178901024468716,205,2196,0,0.0,0.1859283718567437,i_card6_ohe,27.972,
nb2_square_family__IEEE-CIS__MLP__none__s42__e0.1__B_posthoc_filter,nb2_square_family,IEEE-CIS,MLP,none,Square,B_posthoc_filter,42,0.1,IEEE-CIS__MLP__none__s42,f3389e5279478d8b,11811,0.44925092413208306,0.44841258458815986,0.8358318640377616,0.8340959660502215,0.8806197612395225,0.8730844128354923,0,11811,0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb2_square_family__IEEE-CIS__MLP__none__s123__e0.1__A_unconstrained,nb2_square_family,IEEE-CIS,MLP,none,Square,A_unconstrained,123,0.1,IEEE-CIS__MLP__none__s123,f9a503fc4c8ba05a,11811,0.45395224299008874,0.11693511711951907,0.7997478443280475,0.4987172706348813,0.9163491660316654,0.8353230039793413,175,2303,0,0.0,0.19498772330877995,i_card6_ohe,30.421,
nb2_square_family__IEEE-CIS__MLP__none__s123__e0.1__B_posthoc_filter,nb2_square_family,IEEE-CIS,MLP,none,Square,B_posthoc_filter,123,0.1,IEEE-CIS__MLP__none__s123,f9a503fc4c8ba05a,11811,0.45395224299008874,0.4534044952532988,0.7997478443280475,0.7992054152193914,0.9163491660316654,0.9088984844636356,0,11809,0,,0.9998306663279993,i_card6_ohe,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb2_square_family__IEEE-CIS__MLP__none__s456__e0.1__A_unconstrained,nb2_square_family,IEEE-CIS,MLP,none,Square,A_unconstrained,456,0.1,IEEE-CIS__MLP__none__s456,a38b2061efc308c2,11811,0.3951772189591178,0.08184845969124621,0.7983491179441042,0.38946243548381054,0.8972991279315892,0.7986622639911947,196,3237,0,0.0,0.2740665481330963,i_card4_ohe,30.198,
nb2_square_family__IEEE-CIS__MLP__none__s456__e0.1__B_posthoc_filter,nb2_square_family,IEEE-CIS,MLP,none,Square,B_posthoc_filter,456,0.1,IEEE-CIS__MLP__none__s456,a38b2061efc308c2,11811,0.3951772189591178,0.3929567217009462,0.7983491179441042,0.7940119738052723,0.8972991279315892,0.8725764118194903,0,11811,0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb2_square_family__IEEE-CIS__XGBoost__none__s42__e0.1__A_unconstrained,nb2_square_family,IEEE-CIS,XGBoost,none,Square,A_unconstrained,42,0.1,IEEE-CIS__XGBoost__none__s42,3620679d5b89dbaf,11811,0.5823327158984798,0.021264523765273737,0.9056918228655821,0.22710302074962996,0.9741766150198967,0.3948861231055795,115,313,1,0.008695652173913044,0.026500719668106004,i_product_ohe,504.851,
nb2_square_family__IEEE-CIS__XGBoost__none__s42__e0.1__B_posthoc_filter,nb2_square_family,IEEE-CIS,XGBoost,none,Square,B_posthoc_filter,42,0.1,IEEE-CIS__XGBoost__none__s42,3620679d5b89dbaf,11811,0.5823327158984798,0.5818505393106705,0.9056918228655821,0.9056487531204759,0.9741766150198967,0.9740919481838963,1,11811,1,1.0,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb2_square_family__IEEE-CIS__XGBoost__none__s123__e0.1__A_unconstrained,nb2_square_family,IEEE-CIS,XGBoost,none,Square,A_unconstrained,123,0.1,IEEE-CIS__XGBoost__none__s123,411ec7c94b5c3dec,11811,0.5581675025260051,0.02630775815995741,0.8985815697278366,0.2719820072498657,0.974261281855897,0.5560917788502243,118,438,0,0.0,0.03708407416814834,i_card4_ohe,632.913,
nb2_square_family__IEEE-CIS__XGBoost__none__s123__e0.1__B_posthoc_filter,nb2_square_family,IEEE-CIS,XGBoost,none,Square,B_posthoc_filter,123,0.1,IEEE-CIS__XGBoost__none__s123,411ec7c94b5c3dec,11811,0.5581675025260051,0.5156047701592387,0.8985815697278366,0.8960712485939912,0.974261281855897,0.9694352722038777,0,11809,0,,0.9998306663279993,i_card6_ohe,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb2_square_family__IEEE-CIS__XGBoost__none__s456__e0.1__A_unconstrained,nb2_square_family,IEEE-CIS,XGBoost,none,Square,A_unconstrained,456,0.1,IEEE-CIS__XGBoost__none__s456,441ed211448b3a74,11811,0.5573703070237597,0.0643907305638732,0.8845946179880061,0.3834873926325352,0.9738379476758954,0.8218609770552875,95,368,1,0.010526315789473684,0.03115739564812463,i_card4_ohe,732.365,
nb2_square_family__IEEE-CIS__XGBoost__none__s456__e0.1__B_posthoc_filter,nb2_square_family,IEEE-CIS,XGBoost,none,Square,B_posthoc_filter,456,0.1,IEEE-CIS__XGBoost__none__s456,441ed211448b3a74,11811,0.5573703070237597,0.5466509720715047,0.8845946179880061,0.8840844391715794,0.9738379476758954,0.9729912793158919,1,11811,1,1.0,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb2_square_family__IEEE-CIS__Ensemble__none__s42__e0.1__A_unconstrained,nb2_square_family,IEEE-CIS,Ensemble,none,Square,A_unconstrained,42,0.1,IEEE-CIS__Ensemble__none__s42,62c53a2183fe7af0,11811,0.5334767008787717,0.049111722730016114,0.8902193810523915,0.5130790539969764,0.9176191685716705,0.681483362966726,228,1317,0,0.0,0.11150622301244602,i_product_ohe,783.877,
nb2_square_family__IEEE-CIS__Ensemble__none__s42__e0.1__B_posthoc_filter,nb2_square_family,IEEE-CIS,Ensemble,none,Square,B_posthoc_filter,42,0.1,IEEE-CIS__Ensemble__none__s42,62c53a2183fe7af0,11811,0.5334767008787717,0.5293260962133086,0.8902193810523915,0.8881360121743813,0.9176191685716705,0.888747777495555,0,11811,0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb2_square_family__IEEE-CIS__Ensemble__none__s123__e0.1__A_unconstrained,nb2_square_family,IEEE-CIS,Ensemble,none,Square,A_unconstrained,123,0.1,IEEE-CIS__Ensemble__none__s123,f68976e153b3516c,11811,0.5336307465042635,0.060970823222994734,0.8765350618935125,0.46352075816067634,0.9082211497756328,0.5814071628143256,215,1396,0,0.0,0.11819490305647277,i_product_ohe,746.338,
nb2_square_family__IEEE-CIS__Ensemble__none__s123__e0.1__B_posthoc_filter,nb2_square_family,IEEE-CIS,Ensemble,none,Square,B_posthoc_filter,123,0.1,IEEE-CIS__Ensemble__none__s123,f68976e153b3516c,11811,0.5336307465042635,0.5311950879329069,0.8765350618935125,0.8750367757364614,0.9082211497756328,0.8826517653035306,0,11809,0,,0.9998306663279993,i_card6_ohe,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb2_square_family__IEEE-CIS__Ensemble__none__s456__e0.1__A_unconstrained,nb2_square_family,IEEE-CIS,Ensemble,none,Square,A_unconstrained,456,0.1,IEEE-CIS__Ensemble__none__s456,7348e8be01d986c3,11811,0.4918442724549436,0.08015383759536099,0.8664232428480296,0.6045527425440447,0.9133858267716536,0.7884175768351537,198,1717,0,0.0,0.1453729574125815,i_card6_ohe,819.44,
nb2_square_family__IEEE-CIS__Ensemble__none__s456__e0.1__B_posthoc_filter,nb2_square_family,IEEE-CIS,Ensemble,none,Square,B_posthoc_filter,456,0.1,IEEE-CIS__Ensemble__none__s456,7348e8be01d986c3,11811,0.4918442724549436,0.4871625661455533,0.8664232428480296,0.8619248472480513,0.9133858267716536,0.8883244433155533,0,11811,0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb2_square_family__LCLD__MLP__none__s42__e0.1__A_unconstrained,nb2_square_family,LCLD,MLP,none,Square,A_unconstrained,42,0.1,LCLD__MLP__none__s42,982da06174a157c4,26820,0.3076766351578361,0.1232410695780512,0.6555010271692964,0.22605349542217446,0.6702087994034303,0.39679343773303505,2590,9816,4,0.0015444015444015444,0.36599552572706934,g4_term_ohe,30.727,
nb2_square_family__LCLD__MLP__none__s42__e0.1__B_posthoc_filter,nb2_square_family,LCLD,MLP,none,Square,B_posthoc_filter,42,0.1,LCLD__MLP__none__s42,982da06174a157c4,26820,0.3076766351578361,0.3047286783604906,0.6555010271692964,0.6498648207798132,0.6702087994034303,0.6457494407158837,4,26766,4,1.0,0.9979865771812081,g1,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb2_square_family__LCLD__MLP__none__s123__e0.1__A_unconstrained,nb2_square_family,LCLD,MLP,none,Square,A_unconstrained,123,0.1,LCLD__MLP__none__s123,cb22bcc48f050678,26820,0.3117003423350451,0.11766623064376158,0.660248057905093,0.17578084510542635,0.6375466070096942,0.2954884414615958,2973,11283,16,0.0053817692566431215,0.42069351230425056,g4_term_ohe,27.739,
nb2_square_family__LCLD__MLP__none__s123__e0.1__B_posthoc_filter,nb2_square_family,LCLD,MLP,none,Square,B_posthoc_filter,123,0.1,LCLD__MLP__none__s123,cb22bcc48f050678,26820,0.3117003423350451,0.3076026675438531,0.660248057905093,0.6502827825905416,0.6375466070096942,0.5981730052199851,16,26773,16,1.0,0.9982475764354959,g1,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb2_square_family__LCLD__MLP__none__s456__e0.1__A_unconstrained,nb2_square_family,LCLD,MLP,none,Square,A_unconstrained,456,0.1,LCLD__MLP__none__s456,d772a79ab7f62d85,26820,0.3059065035907407,0.12096668569505345,0.6612068769425505,0.20700210645196876,0.6517897091722595,0.34250559284116333,2829,10178,5,0.0017674089784376105,0.3794929157345265,g1,29.096,
nb2_square_family__LCLD__MLP__none__s456__e0.1__B_posthoc_filter,nb2_square_family,LCLD,MLP,none,Square,B_posthoc_filter,456,0.1,LCLD__MLP__none__s456,d772a79ab7f62d85,26820,0.3059065035907407,0.30384323899709786,0.6612068769425505,0.6568511378674107,0.6517897091722595,0.640007457121551,5,26763,5,1.0,0.9978747203579418,g1,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb2_square_family__LCLD__XGBoost__none__s42__e0.1__A_unconstrained,nb2_square_family,LCLD,XGBoost,none,Square,A_unconstrained,42,0.1,LCLD__XGBoost__none__s42,aa0f192d390d3281,26820,0.3643594074113933,0.16023969358117765,0.7058424072969107,0.42656396024091875,0.805965697240865,0.7203579418344519,274,6158,14,0.051094890510948905,0.22960477255779269,g1,533.346,
nb2_square_family__LCLD__XGBoost__none__s42__e0.1__B_posthoc_filter,nb2_square_family,LCLD,XGBoost,none,Square,B_posthoc_filter,42,0.1,LCLD__XGBoost__none__s42,aa0f192d390d3281,26820,0.3643594074113933,0.3577653250233244,0.7058424072969107,0.7030916436933975,0.805965697240865,0.8037285607755407,14,26766,14,1.0,0.9979865771812081,g1,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb2_square_family__LCLD__XGBoost__none__s123__e0.1__A_unconstrained,nb2_square_family,LCLD,XGBoost,none,Square,A_unconstrained,123,0.1,LCLD__XGBoost__none__s123,1fd9e27dc6146980,26820,0.36727442023367435,0.2037164884399947,0.7127774318999586,0.541487124213812,0.8048098434004475,0.7597315436241611,286,7184,9,0.03146853146853147,0.26785980611483967,g1,546.401,
nb2_square_family__LCLD__XGBoost__none__s123__e0.1__B_posthoc_filter,nb2_square_family,LCLD,XGBoost,none,Square,B_posthoc_filter,123,0.1,LCLD__XGBoost__none__s123,1fd9e27dc6146980,26820,0.36727442023367435,0.35911229431482783,0.7127774318999586,0.7088906867297515,0.8048098434004475,0.8023862788963461,9,26773,9,1.0,0.9982475764354959,g1,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb2_square_family__LCLD__XGBoost__none__s456__e0.1__A_unconstrained,nb2_square_family,LCLD,XGBoost,none,Square,A_unconstrained,456,0.1,LCLD__XGBoost__none__s456,c6ca20dbe4478bd4,26820,0.3732598049322814,0.17256835227558467,0.7139810134482257,0.46989459954926344,0.8070469798657718,0.7369873228933632,311,6231,7,0.022508038585209004,0.23232662192393735,g1,541.039,
nb2_square_family__LCLD__XGBoost__none__s456__e0.1__B_posthoc_filter,nb2_square_family,LCLD,XGBoost,none,Square,B_posthoc_filter,456,0.1,LCLD__XGBoost__none__s456,c6ca20dbe4478bd4,26820,0.3732598049322814,0.36168006241196965,0.7139810134482257,0.7098843274590949,0.8070469798657718,0.8033184190902312,7,26763,7,1.0,0.9978747203579418,g1,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb2_square_family__LCLD__Ensemble__none__s42__e0.1__A_unconstrained,nb2_square_family,LCLD,Ensemble,none,Square,A_unconstrained,42,0.1,LCLD__Ensemble__none__s42,31c0ae9e3162fec4,26820,0.3671251395494195,0.1380259009244568,0.7030470816372544,0.32796027124765137,0.6593959731543624,0.3422818791946309,2783,10726,5,0.0017966223499820337,0.39992542878448917,g1,479.092,
nb2_square_family__LCLD__Ensemble__none__s42__e0.1__B_posthoc_filter,nb2_square_family,LCLD,Ensemble,none,Square,B_posthoc_filter,42,0.1,LCLD__Ensemble__none__s42,31c0ae9e3162fec4,26820,0.3671251395494195,0.3643770682602133,0.7030470816372544,0.6981635269196085,0.6593959731543624,0.5994034302759135,5,26766,5,1.0,0.9979865771812081,g1,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb2_square_family__LCLD__Ensemble__none__s123__e0.1__A_unconstrained,nb2_square_family,LCLD,Ensemble,none,Square,A_unconstrained,123,0.1,LCLD__Ensemble__none__s123,d7fa2d2901cbf247,26820,0.369697894811944,0.13505774318322977,0.7107315890940438,0.30814479549741136,0.6494407158836689,0.3257643549589858,2967,10785,2,0.0006740815638692282,0.4021252796420582,g4_term_ohe,476.664,
nb2_square_family__LCLD__Ensemble__none__s123__e0.1__B_posthoc_filter,nb2_square_family,LCLD,Ensemble,none,Square,B_posthoc_filter,123,0.1,LCLD__Ensemble__none__s123,d7fa2d2901cbf247,26820,0.369697894811944,0.36665755727953214,0.7107315890940438,0.7040390364494493,0.6494407158836689,0.6145413870246085,2,26773,2,1.0,0.9982475764354959,g1,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb2_square_family__LCLD__Ensemble__none__s456__e0.1__A_unconstrained,nb2_square_family,LCLD,Ensemble,none,Square,A_unconstrained,456,0.1,LCLD__Ensemble__none__s456,cf27316071639afb,26820,0.3712382233347289,0.14455427186877282,0.7123602468468693,0.3633840297446627,0.6655853840417599,0.37457121551081285,2759,9047,17,0.0061616527727437476,0.33732289336316185,g1,477.233,
nb2_square_family__LCLD__Ensemble__none__s456__e0.1__B_posthoc_filter,nb2_square_family,LCLD,Ensemble,none,Square,B_posthoc_filter,456,0.1,LCLD__Ensemble__none__s456,cf27316071639afb,26820,0.3712382233347289,0.37069601207958697,0.7123602468468693,0.7117288311542589,0.6655853840417599,0.6620059656972409,17,26763,17,1.0,0.9978747203579418,g1,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb2_square_family__Sparkov__MLP__none__s42__e0.1__A_unconstrained,nb2_square_family,Sparkov,MLP,none,Square,A_unconstrained,42,0.1,Sparkov__MLP__none__s42,28cd9364a091da90,37048,0.6300050198438323,0.003299219577813766,0.9596245767904354,0.24293916596469825,0.9811055927445476,0.9415353055495573,162,16930,0,0.0,0.4569747354782984,s_state_ohe,53.36,
nb2_square_family__Sparkov__MLP__none__s42__e0.1__B_posthoc_filter,nb2_square_family,Sparkov,MLP,none,Square,B_posthoc_filter,42,0.1,Sparkov__MLP__none__s42,28cd9364a091da90,37048,0.6300050198438323,0.6287193073124671,0.9596245767904354,0.9591993728036639,0.9811055927445476,0.9781364716044051,0,37048,0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb2_square_family__Sparkov__MLP__none__s123__e0.1__A_unconstrained,nb2_square_family,Sparkov,MLP,none,Square,A_unconstrained,123,0.1,Sparkov__MLP__none__s123,692cf2ec7620e1d4,37048,0.5904226891146193,0.0033410378167193287,0.9520527274762918,0.20408223101449882,0.963101921831138,0.9164057438998057,160,16149,0,0.0,0.43589397538328656,s_gender_ohe,53.585,
nb2_square_family__Sparkov__MLP__none__s123__e0.1__B_posthoc_filter,nb2_square_family,Sparkov,MLP,none,Square,B_posthoc_filter,123,0.1,Sparkov__MLP__none__s123,692cf2ec7620e1d4,37048,0.5904226891146193,0.5897891341675541,0.9520527274762918,0.9518110785139571,0.963101921831138,0.9589721442453034,0,37048,0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb2_square_family__Sparkov__MLP__none__s456__e0.1__A_unconstrained,nb2_square_family,Sparkov,MLP,none,Square,A_unconstrained,456,0.1,Sparkov__MLP__none__s456,874240bc6166c161,37048,0.6562819073592495,0.0032213521227052433,0.9681537487431732,0.17811137698860935,0.955166270783848,0.8800475059382423,167,15769,0,0.0,0.4256370114446124,s_gender_ohe,51.253,
nb2_square_family__Sparkov__MLP__none__s456__e0.1__B_posthoc_filter,nb2_square_family,Sparkov,MLP,none,Square,B_posthoc_filter,456,0.1,Sparkov__MLP__none__s456,874240bc6166c161,37048,0.6562819073592495,0.6561808878257652,0.9681537487431732,0.9680813358769206,0.955166270783848,0.953978622327791,0,37048,0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb2_square_family__Sparkov__XGBoost__none__s42__e0.1__A_unconstrained,nb2_square_family,Sparkov,XGBoost,none,Square,A_unconstrained,42,0.1,Sparkov__XGBoost__none__s42,00c205ddd1575fd1,37048,0.7563495999002695,0.10952972779659682,0.9895823659533521,0.8963319133047527,0.9968959188080329,0.9891762038436622,119,5393,4,0.03361344537815126,0.14556791189807816,s_category_ohe,369.947,
nb2_square_family__Sparkov__XGBoost__none__s42__e0.1__B_posthoc_filter,nb2_square_family,Sparkov,XGBoost,none,Square,B_posthoc_filter,42,0.1,Sparkov__XGBoost__none__s42,00c205ddd1575fd1,37048,0.7563495999002695,0.7466285302489521,0.9895823659533521,0.9878107735889684,0.9968959188080329,0.9967339667458432,4,37048,4,1.0,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb2_square_family__Sparkov__XGBoost__none__s123__e0.1__A_unconstrained,nb2_square_family,Sparkov,XGBoost,none,Square,A_unconstrained,123,0.1,Sparkov__XGBoost__none__s123,a94c00cc6229f82c,37048,0.740579030474371,0.11816399515499451,0.9941338759798067,0.9061898136234648,0.9966529907147484,0.9894461239473116,96,8392,0,0.0,0.22651695098250918,s_category_ohe,370.357,
nb2_square_family__Sparkov__XGBoost__none__s123__e0.1__B_posthoc_filter,nb2_square_family,Sparkov,XGBoost,none,Square,B_posthoc_filter,123,0.1,Sparkov__XGBoost__none__s123,a94c00cc6229f82c,37048,0.740579030474371,0.6663392393012652,0.9941338759798067,0.9918136641033057,0.9966529907147484,0.9962481105592744,0,37048,0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb2_square_family__Sparkov__XGBoost__none__s456__e0.1__A_unconstrained,nb2_square_family,Sparkov,XGBoost,none,Square,A_unconstrained,456,0.1,Sparkov__XGBoost__none__s456,28e03f03743ae195,37048,0.7432489964841413,0.09919075243014233,0.9871106461777803,0.8753812755601393,0.9967879507665731,0.9879885553876052,93,7887,2,0.021505376344086023,0.21288598574821851,s_category_ohe,368.95,
nb2_square_family__Sparkov__XGBoost__none__s456__e0.1__B_posthoc_filter,nb2_square_family,Sparkov,XGBoost,none,Square,B_posthoc_filter,456,0.1,Sparkov__XGBoost__none__s456,28e03f03743ae195,37048,0.7432489964841413,0.6225080236661991,0.9871106461777803,0.9829302009518406,0.9967879507665731,0.9958432304038005,2,37048,2,1.0,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
nb2_square_family__Sparkov__Ensemble__none__s42__e0.1__A_unconstrained,nb2_square_family,Sparkov,Ensemble,none,Square,A_unconstrained,42,0.1,Sparkov__Ensemble__none__s42,7c66a9c0f59ba9ff,37048,0.567895430089269,0.07144292256460624,0.9696164613673267,0.8386084947247022,0.9905258043619088,0.969849924422371,77,409,0,0.0,0.01103973223925718,s_state_ohe,526.503,
nb2_square_family__Sparkov__Ensemble__none__s42__e0.1__B_posthoc_filter,nb2_square_family,Sparkov,Ensemble,none,Square,B_posthoc_filter,42,0.1,Sparkov__Ensemble__none__s42,7c66a9c0f59ba9ff,37048,0.567895430089269,0.5660800726113742,0.9696164613673267,0.9695278203822717,0.9905258043619088,0.9889872597711078,0,37048,0,,1.0,none,0.0,derived from A_unconstrained (post-hoc feasibility filter)
